seq_ID	annotation	annotation_type	SM	EO
Ev-group6473-comp1_c0_seq2_FPKM_all		blast	1416.8	2611.3
Ev-group6475-comp0_c0_seq11_FPKM_all	sf1	blast	3508.0	2018.5
Ev-group6475-comp0_c0_seq2_FPKM_all		blast	565.3	461.7
Ev-group6475-comp0_c0_seq4_FPKM_all	SIKE1	blast	3246.0	2516.1
Ev-group6475-comp1_c0_seq8_FPKM_all	cpt1b	blast	3226.6	5069.2
Ev-group6475-comp10_c0_seq1_FPKM_all	xpr1	blast	431.8	595.2
Ev-group6475-comp2_c0_seq2_FPKM_all	sephs1	blast	3064.0	2631.5
Ev-group6475-comp6_c0_seq5_FPKM_all		blast	992.2	857.8
Ev-group6475-comp9_c0_seq1_FPKM_all	rbm4.2	blast	516.7	624.9
Ev-group64764-comp0_c0_seq2_FPKM_all		blast	606.5	413.0
Ev-group64766-comp0_c0_seq1_FPKM_all		blast	1247.0	793.5
Ev-group6478-comp0_c0_seq2_FPKM_all	uchl3	blast	3665.7	4452.2
Ev-group64794-comp0_c0_seq2_FPKM_all		blast	48.5	41.2
Ev-group648-comp1_c0_seq3_FPKM_all		blast	46.1	75.0
Ev-group64813-comp0_c0_seq1_FPKM_all	NRDE2	blast	179.5	169.4
Ev-group6483-comp0_c0_seq2_FPKM_all	dync1li1	blast	599.2	422.5
Ev-group6486-comp2_c0_seq1_FPKM_all		blast	444.0	231.7
Ev-group6486-comp2_c0_seq2_FPKM_all	ythdc1	blast	591.9	736.2
Ev-group6486-comp3_c0_seq4_FPKM_all		blast	926.7	674.8
Ev-group6486-comp4_c0_seq2_FPKM_all		blast	53.4	77.1
Ev-group64869-comp0_c0_seq1_FPKM_all		blast	0.0	5.4
Ev-group64870-comp0_c0_seq6_FPKM_all		blast	14.6	181.8
Ev-group649-comp0_c0_seq2_FPKM_all		blast	162.5	140.1
Ev-group649-comp0_c0_seq5_FPKM_all	slc25a1	blast	97.0	195.0
Ev-group64909-comp0_c0_seq1_FPKM_all		blast	162.5	141.4
Ev-group6491-comp0_c1_seq16_FPKM_all	RABGAP1	blast	1715.2	1450.9
Ev-group6492-comp0_c0_seq2_FPKM_all	ZNF414	blast	126.2	149.2
Ev-group6493-comp11_c0_seq2_FPKM_all		blast	63.1	148.0
Ev-group6493-comp11_c0_seq4_FPKM_all		blast	206.2	122.8
Ev-group6493-comp3_c0_seq15_FPKM_all	BX000473.3	blast	0.0	0.0
Ev-group6493-comp3_c0_seq2_FPKM_all		blast	121.3	472.8
Ev-group6493-comp3_c0_seq8_FPKM_all		blast	31.5	111.3
Ev-group6493-comp4_c0_seq1_FPKM_all		blast	351.8	392.4
Ev-group6493-comp6_c0_seq18_FPKM_all	TNRC6B (1 of 3)	blast	494.9	739.1
Ev-group6493-comp7_c0_seq3_FPKM_all		blast	451.2	317.0
Ev-group6493-comp7_c0_seq5_FPKM_all		blast	582.2	723.0
Ev-group64991-comp0_c0_seq3_FPKM_all	sh2d3cb	blast	140.7	54.4
Ev-group65010-comp0_c0_seq2_FPKM_all	CABZ01045230.1	blast	111.6	115.8
Ev-group65029-comp0_c0_seq1_FPKM_all		blast	157.7	67.2
Ev-group6504-comp5_c0_seq3_FPKM_all		blast	429.4	218.1
Ev-group6504-comp5_c0_seq4_FPKM_all	st3gal5	blast	4.9	120.0
Ev-group6504-comp6_c0_seq9_FPKM_all	RAPH1 (1 of 2)	blast	131.0	201.2
Ev-group6508-comp0_c0_seq2_FPKM_all	zbtb8os	blast	1627.9	675.6
Ev-group6511-comp0_c0_seq2_FPKM_all	ptgs1	blast	371.2	837.6
Ev-group65148-comp0_c0_seq1_FPKM_all	syt4	blast	24.3	121.6
Ev-group65158-comp0_c0_seq1_FPKM_all	layna	blast	4.9	25.6
Ev-group65167-comp0_c0_seq1_FPKM_all		blast	184.4	31.7
Ev-group6518-comp0_c0_seq1_FPKM_all	gpr157	blast	548.3	411.8
Ev-group652-comp0_c0_seq2_FPKM_all		blast	0.0	56.1
Ev-group652-comp0_c0_seq3_FPKM_all		blast	342.1	87.8
Ev-group652-comp0_c0_seq6_FPKM_all		blast	196.5	51.1
Ev-group6524-comp0_c1_seq3_FPKM_all		blast	342.1	416.7
Ev-group6526-comp1_c0_seq1_FPKM_all		blast	0.0	0.0
Ev-group6526-comp1_c0_seq3_FPKM_all	CABZ01088508.1	blast	659.9	1003.7
Ev-group6526-comp9_c0_seq2_FPKM_all	acoxl	blast	43.7	41.2
Ev-group65288-comp0_c0_seq1_FPKM_all		blast	104.3	100.2
Ev-group653-comp1_c0_seq1_FPKM_all	zdhhc2	blast	26.7	40.4
Ev-group653-comp1_c0_seq7_FPKM_all	ZDHHC20 (2 of 2)	blast	101.9	71.7
Ev-group65354-comp0_c0_seq2_FPKM_all		blast	111.6	105.1
Ev-group6539-comp0_c0_seq1_FPKM_all		blast	0.0	215.6
Ev-group654-comp0_c0_seq3_FPKM_all	uck2b	blast	211.1	197.0
Ev-group65410-comp0_c0_seq4_FPKM_all	irak1	blast	235.3	136.0
Ev-group6542-comp0_c0_seq3_FPKM_all	F8A2	blast	938.9	898.6
Ev-group655-comp0_c0_seq2_FPKM_all	odc1	blast	109.2	282.4
Ev-group655-comp0_c0_seq4_FPKM_all		blast	36.4	96.9
Ev-group6550-comp0_c0_seq3_FPKM_all		blast	313.0	250.2
Ev-group6551-comp0_c0_seq1_FPKM_all	cyp2ae1	blast	533.7	740.3
Ev-group65525-comp0_c0_seq1_FPKM_all		blast	17.0	26.0
Ev-group65530-comp0_c0_seq1_FPKM_all		blast	123.7	159.9
Ev-group6559-comp0_c0_seq2_FPKM_all	adrb2a	blast	293.5	283.6
Ev-group65591-comp0_c0_seq3_FPKM_all		blast	934.0	860.7
Ev-group65633-comp0_c0_seq1_FPKM_all	psmd9	blast	3124.7	1258.4
Ev-group65652-comp0_c0_seq1_FPKM_all	PPP1R15A	blast	999.5	270.0
Ev-group65684-comp0_c0_seq1_FPKM_all		blast	87.3	635.2
Ev-group657-comp1_c0_seq3_FPKM_all	limk2	blast	264.4	151.3
Ev-group6571-comp1_c0_seq1_FPKM_all	ddx18	blast	4262.5	1102.2
Ev-group65712-comp0_c0_seq1_FPKM_all	LRRC30 (2 of 2)	blast	12282.9	346.7
Ev-group6573-comp2_c0_seq1_FPKM_all		blast	206.2	141.0
Ev-group6573-comp2_c0_seq3_FPKM_all		blast	373.6	113.8
Ev-group6575-comp0_c0_seq5_FPKM_all	dbx1a	blast	150.4	526.8
Ev-group6575-comp2_c0_seq1_FPKM_all		blast	196.5	289.4
Ev-group65755-comp2_c0_seq1_FPKM_all		blast	121.3	136.9
Ev-group6576-comp1_c0_seq16_FPKM_all	rasgrp4	blast	223.2	297.2
Ev-group6579-comp0_c0_seq5_FPKM_all	kcmf1	blast	8554.1	2144.3
Ev-group658-comp2_c0_seq7_FPKM_all	usp46	blast	198.9	871.4
Ev-group658-comp3_c0_seq1_FPKM_all		blast	26.7	44.1
Ev-group658-comp3_c0_seq2_FPKM_all	CR381676.2	blast	1050.5	732.1
Ev-group658-comp4_c0_seq2_FPKM_all	usp12a	blast	1198.4	721.3
Ev-group658-comp5_c0_seq1_FPKM_all	kif3b	blast	664.7	391.6
Ev-group65814-comp0_c0_seq1_FPKM_all		blast	92.2	56.9
Ev-group6586-comp1_c0_seq1_FPKM_all		blast	55.8	42.5
Ev-group6588-comp3_c0_seq2_FPKM_all		blast	24.3	26.0
Ev-group659-comp1_c0_seq1_FPKM_all	dhps	blast	997.1	5070.1
Ev-group659-comp1_c0_seq2_FPKM_all		blast	337.2	1213.5
Ev-group659-comp2_c0_seq2_FPKM_all	ldhba	blast	0.0	4263.8
Ev-group659-comp7_c0_seq1_FPKM_all	golt1b	blast	29.1	129.4
Ev-group65938-comp0_c0_seq1_FPKM_all		blast	70.4	40.0
Ev-group65957-comp0_c0_seq1_FPKM_all	serpine1	blast	48.5	164.9
Ev-group65966-comp0_c0_seq2_FPKM_all	fam212ab	blast	53.4	23.9
Ev-group6597-comp0_c0_seq3_FPKM_all	slc25a38a	blast	334.8	208.2
Ev-group660-comp0_c0_seq3_FPKM_all	clcn3	blast	562.8	375.9
Ev-group660-comp1_c0_seq2_FPKM_all		blast	339.6	394.1
Ev-group66023-comp0_c0_seq1_FPKM_all		blast	89.8	142.2
Ev-group6604-comp1_c0_seq1_FPKM_all	hey2	blast	9.7	63.9
Ev-group6607-comp1_c0_seq1_FPKM_all	herpud1	blast	172.2	85.3
Ev-group66088-comp0_c0_seq1_FPKM_all		blast	38.8	73.4
Ev-group661-comp0_c0_seq12_FPKM_all	txlna	blast	3459.5	4011.1
Ev-group661-comp3_c0_seq2_FPKM_all	specc1	blast	160.1	232.5
Ev-group661-comp4_c0_seq1_FPKM_all		blast	254.7	323.2
Ev-group661-comp5_c0_seq1_FPKM_all	sox12	blast	31.5	165.3
Ev-group661-comp9_c0_seq2_FPKM_all		blast	80.1	130.3
Ev-group66119-comp0_c0_seq1_FPKM_all	KRTCAP3	blast	12.1	4.5
Ev-group6613-comp0_c0_seq3_FPKM_all		blast	1356.1	1781.1
Ev-group66130-comp0_c0_seq3_FPKM_all		blast	169.8	123.7
Ev-group6618-comp1_c0_seq1_FPKM_all	usp45	blast	99.5	107.6
Ev-group662-comp0_c0_seq1_FPKM_all	zgc:101569	blast	383.3	451.4
Ev-group6624-comp0_c0_seq1_FPKM_all	creb3l3l	blast	572.5	631.9
Ev-group6626-comp0_c0_seq1_FPKM_all	rrs1	blast	696.3	406.4
Ev-group66273-comp0_c0_seq2_FPKM_all	dock8	blast	499.8	179.3
Ev-group6628-comp1_c0_seq35_FPKM_all	adamts1	blast	271.7	800.9
Ev-group6628-comp3_c0_seq1_FPKM_all	cstf1	blast	305.7	473.2
Ev-group663-comp0_c0_seq2_FPKM_all		blast	70.4	115.4
Ev-group6632-comp0_c0_seq10_FPKM_all		blast	50.9	75.4
Ev-group6632-comp0_c0_seq12_FPKM_all		blast	169.8	226.7
Ev-group6632-comp0_c0_seq7_FPKM_all		blast	0.0	0.0
Ev-group6632-comp0_c0_seq8_FPKM_all		blast	36.4	29.7
Ev-group6632-comp1_c0_seq1_FPKM_all	pgbd5	blast	155.3	356.6
Ev-group6635-comp0_c0_seq1_FPKM_all		blast	247.5	480.6
Ev-group6636-comp0_c0_seq1_FPKM_all	hdac1	blast	1067.4	1938.2
Ev-group6637-comp1_c0_seq4_FPKM_all	nlrx1	blast	1698.2	805.0
Ev-group6637-comp4_c0_seq13_FPKM_all		blast	99.5	240.7
Ev-group664-comp2_c0_seq1_FPKM_all		blast	80.1	117.5
Ev-group6641-comp1_c0_seq1_FPKM_all	tufm	blast	1147.5	914.7
Ev-group6649-comp0_c0_seq25_FPKM_all		blast	1899.6	1723.8
Ev-group6649-comp2_c0_seq1_FPKM_all		blast	943.7	355.3
Ev-group6649-comp2_c0_seq4_FPKM_all	xpnpep1	blast	2370.2	921.7
Ev-group6649-comp3_c0_seq3_FPKM_all	suv420h1	blast	1763.7	1065.1
Ev-group6649-comp6_c0_seq4_FPKM_all	naa25	blast	1099.0	802.6
Ev-group66497-comp0_c0_seq1_FPKM_all		blast	24.3	21.0
Ev-group665-comp0_c0_seq2_FPKM_all	si:dkey-7l6.3	blast	70.4	166.1
Ev-group6651-comp0_c0_seq1_FPKM_all		blast	38.8	849.5
Ev-group6651-comp0_c0_seq5_FPKM_all		blast	72.8	315.3
Ev-group6658-comp0_c0_seq1_FPKM_all		blast	213.5	333.1
Ev-group6658-comp2_c0_seq3_FPKM_all		blast	0.0	4.5
Ev-group6658-comp2_c0_seq4_FPKM_all		blast	172.2	213.1
Ev-group6658-comp4_c0_seq1_FPKM_all		blast	12.1	14.4
Ev-group666-comp1_c0_seq1_FPKM_all		blast	407.6	37.9
Ev-group66614-comp0_c0_seq2_FPKM_all	zgc:162724	blast	77.6	169.4
Ev-group66617-comp0_c0_seq1_FPKM_all		blast	24.3	22.7
Ev-group66627-comp0_c0_seq10_FPKM_all	fas	blast	254.7	193.7
Ev-group66660-comp0_c0_seq2_FPKM_all		blast	412.4	36.3
Ev-group66690-comp0_c0_seq2_FPKM_all		blast	29.1	42.5
Ev-group6671-comp0_c0_seq2_FPKM_all		blast	53.4	171.1
Ev-group66713-comp0_c0_seq1_FPKM_all	dhfr	blast	84.9	128.2
Ev-group6674-comp0_c0_seq1_FPKM_all	rassf2	blast	257.2	425.8
Ev-group66765-comp0_c0_seq1_FPKM_all		blast	12.1	51.9
Ev-group66772-comp0_c0_seq1_FPKM_all		blast	327.5	321.9
Ev-group668-comp1_c0_seq1_FPKM_all		blast	635.6	10.3
Ev-group668-comp1_c0_seq4_FPKM_all		blast	691.4	466.6
Ev-group668-comp2_c0_seq4_FPKM_all		blast	1623.0	282.8
Ev-group668-comp2_c0_seq6_FPKM_all	nedd4l	blast	1921.4	295.1
Ev-group668-comp6_c0_seq2_FPKM_all	SMOC1 (1 of 2)	blast	291.1	234.1
Ev-group66806-comp0_c0_seq1_FPKM_all		blast	0.0	1.2
Ev-group66806-comp0_c0_seq2_FPKM_all		blast	0.0	49.5
Ev-group66820-comp0_c0_seq4_FPKM_all	nme7	blast	128.6	906.8
Ev-group6685-comp1_c0_seq1_FPKM_all	ticrr	blast	249.9	223.0
Ev-group669-comp0_c0_seq1_FPKM_all		blast	55.8	96.5
Ev-group669-comp1_c0_seq4_FPKM_all	tmco3	blast	60.7	130.7
Ev-group66905-comp0_c0_seq2_FPKM_all		blast	89.8	68.0
Ev-group6695-comp0_c0_seq1_FPKM_all		blast	43.7	137.3
Ev-group6698-comp0_c0_seq1_FPKM_all		blast	837.0	207.7
Ev-group6698-comp1_c0_seq2_FPKM_all	PXN (3 of 3)	blast	536.1	97.7
Ev-group6698-comp2_c0_seq3_FPKM_all		blast	191.7	63.5
Ev-group66981-comp0_c0_seq2_FPKM_all	dstyk	blast	201.4	134.8
Ev-group6699-comp0_c0_seq1_FPKM_all		blast	383.3	658.7
Ev-group67-comp1_c0_seq1_FPKM_all	c1galt1a	blast	36.4	43.3
Ev-group67-comp1_c0_seq2_FPKM_all		blast	82.5	167.4
Ev-group670-comp0_c0_seq4_FPKM_all	alox5	blast	536.1	748.6
Ev-group6704-comp0_c0_seq3_FPKM_all	snrk	blast	235.3	147.6
Ev-group67067-comp0_c0_seq1_FPKM_all	sergef	blast	206.2	19.8
Ev-group671-comp1_c0_seq1_FPKM_all	SLC39A14	blast	38.8	89.9
Ev-group67109-comp0_c0_seq1_FPKM_all		blast	2.4	7.4
Ev-group67170-comp0_c0_seq3_FPKM_all		blast	46.1	51.9
Ev-group67178-comp0_c0_seq2_FPKM_all		blast	4.9	26.0
Ev-group6719-comp0_c0_seq5_FPKM_all	ipmkb	blast	710.8	271.2
Ev-group6719-comp0_c0_seq7_FPKM_all		blast	87.3	13.2
Ev-group6720-comp0_c0_seq6_FPKM_all	TMEM150A (2 of 2)	blast	252.3	322.8
Ev-group6721-comp0_c0_seq1_FPKM_all	sccpdha	blast	1416.8	1797.2
Ev-group67211-comp0_c0_seq1_FPKM_all		blast	21.8	21.4
Ev-group6725-comp0_c0_seq2_FPKM_all		blast	194.1	121.6
Ev-group6728-comp0_c0_seq1_FPKM_all	stxbp6l	blast	317.8	1567.6
Ev-group6728-comp1_c1_seq5_FPKM_all		blast	1746.7	47.8
Ev-group6728-comp1_c1_seq6_FPKM_all		blast	902.5	29.3
Ev-group6728-comp3_c0_seq1_FPKM_all	fam131bb	blast	7.3	8.2
Ev-group67297-comp1_c0_seq4_FPKM_all		blast	34.0	55.2
Ev-group673-comp0_c0_seq1_FPKM_all		blast	528.9	840.1
Ev-group673-comp0_c0_seq6_FPKM_all	rab5aa	blast	849.1	602.6
Ev-group673-comp0_c0_seq7_FPKM_all	rab5ab	blast	3267.8	7517.3
Ev-group673-comp0_c0_seq8_FPKM_all		blast	0.0	16.9
Ev-group673-comp22_c0_seq1_FPKM_all		blast	24.3	13.2
Ev-group673-comp24_c0_seq1_FPKM_all	ugt2a5	blast	9.7	14.8
Ev-group673-comp6_c0_seq2_FPKM_all		blast	218.3	179.7
Ev-group673-comp7_c0_seq4_FPKM_all	ugt2a4	blast	9.7	10.7
Ev-group673-comp7_c0_seq5_FPKM_all	FP236810.4	blast	439.1	507.0
Ev-group6735-comp0_c0_seq4_FPKM_all		blast	97.0	80.4
Ev-group6738-comp0_c0_seq1_FPKM_all		blast	470.6	402.7
Ev-group6738-comp1_c0_seq1_FPKM_all		blast	635.6	276.2
Ev-group674-comp0_c0_seq1_FPKM_all	C20H2orf44	blast	116.4	134.4
Ev-group674-comp1_c0_seq1_FPKM_all		blast	31.5	38.7
Ev-group674-comp2_c0_seq1_FPKM_all	MFSD2B	blast	31.5	24.3
Ev-group67416-comp0_c0_seq1_FPKM_all		blast	0.0	3.3
Ev-group6742-comp0_c0_seq7_FPKM_all	nmt2	blast	300.8	391.2
Ev-group67429-comp0_c0_seq1_FPKM_all		blast	36.4	32.6
Ev-group67439-comp0_c0_seq1_FPKM_all	psmb3	blast	9883.6	2525.1
Ev-group67458-comp1_c0_seq3_FPKM_all		blast	17.0	28.4
Ev-group6746-comp0_c0_seq1_FPKM_all	pcm1	blast	422.1	273.7
Ev-group67469-comp0_c0_seq1_FPKM_all	gpr39	blast	21.8	15.7
Ev-group67481-comp2_c0_seq1_FPKM_all		blast	902.5	377.2
Ev-group675-comp0_c1_seq2_FPKM_all	LMTK3	blast	1885.0	951.4
Ev-group675-comp1_c0_seq8_FPKM_all		blast	89.8	221.4
Ev-group6752-comp0_c0_seq1_FPKM_all	gna15.1	blast	1001.9	2160.8
Ev-group6752-comp0_c0_seq2_FPKM_all	gnaq	blast	121.3	170.7
Ev-group6753-comp0_c0_seq3_FPKM_all		blast	659.9	713.5
Ev-group6753-comp1_c0_seq1_FPKM_all	CU459168.2	blast	589.5	399.0
Ev-group67532-comp0_c0_seq1_FPKM_all	masp2	blast	266.9	58.5
Ev-group67540-comp0_c0_seq3_FPKM_all		blast	116.4	157.9
Ev-group67589-comp0_c0_seq4_FPKM_all	si:ch211-261n11.7	blast	604.1	871.8
Ev-group676-comp0_c0_seq2_FPKM_all	MTA1	blast	266.9	461.7
Ev-group67628-comp0_c0_seq1_FPKM_all		blast	0.0	5.8
Ev-group6763-comp0_c1_seq1_FPKM_all	pcca	blast	3248.4	1468.7
Ev-group6766-comp0_c0_seq2_FPKM_all		blast	468.2	330.6
Ev-group677-comp0_c0_seq1_FPKM_all	b9d2	blast	177.1	239.9
Ev-group6770-comp0_c0_seq5_FPKM_all		blast	5002.4	2147.6
Ev-group6770-comp0_c0_seq6_FPKM_all		blast	118.9	150.9
Ev-group6771-comp0_c0_seq1_FPKM_all		blast	322.7	145.9
Ev-group6771-comp0_c0_seq3_FPKM_all		blast	441.5	150.5
Ev-group67711-comp0_c0_seq1_FPKM_all	sp8b	blast	4.9	8.2
Ev-group6774-comp0_c0_seq1_FPKM_all	crot	blast	8549.2	3552.3
Ev-group67751-comp0_c0_seq2_FPKM_all	ca4a	blast	67.9	513.2
Ev-group6776-comp0_c0_seq4_FPKM_all	bub3	blast	485.2	3362.3
Ev-group67766-comp0_c0_seq2_FPKM_all	CD22	blast	70.4	81.6
Ev-group6778-comp0_c0_seq4_FPKM_all	CYTH2	blast	322.7	387.1
Ev-group6779-comp1_c0_seq4_FPKM_all		blast	167.4	270.0
Ev-group678-comp0_c0_seq1_FPKM_all	IGSF11	blast	19.4	71.3
Ev-group67827-comp0_c0_seq1_FPKM_all	gipc1	blast	87.3	109.6
Ev-group6784-comp0_c0_seq1_FPKM_all		blast	572.5	250.2
Ev-group6784-comp0_c0_seq2_FPKM_all		blast	320.2	305.9
Ev-group6786-comp0_c0_seq3_FPKM_all	VAV2	blast	2530.3	1699.1
Ev-group6786-comp3_c0_seq1_FPKM_all		blast	0.0	70.9
Ev-group6786-comp3_c0_seq12_FPKM_all		blast	65.5	33.4
Ev-group6786-comp3_c0_seq9_FPKM_all	ids	blast	133.4	140.1
Ev-group679-comp0_c0_seq2_FPKM_all		blast	97.0	106.8
Ev-group67906-comp0_c0_seq1_FPKM_all	OTUD7A	blast	2.4	8.7
Ev-group6791-comp1_c0_seq2_FPKM_all		blast	67.9	77.9
Ev-group67915-comp0_c0_seq4_FPKM_all		blast	2.4	9.9
Ev-group6793-comp0_c0_seq1_FPKM_all	LANCL2	blast	834.5	688.0
Ev-group67944-comp0_c0_seq4_FPKM_all	WDR52	blast	317.8	135.2
Ev-group6795-comp0_c0_seq1_FPKM_all	PLEKHM1	blast	412.4	202.4
Ev-group6797-comp0_c0_seq2_FPKM_all	slc4a1ap	blast	371.2	197.9
Ev-group6797-comp0_c0_seq5_FPKM_all		blast	38.8	153.3
Ev-group6798-comp0_c0_seq1_FPKM_all		blast	397.9	250.2
Ev-group6799-comp0_c0_seq1_FPKM_all		blast	332.4	166.5
Ev-group6799-comp0_c0_seq5_FPKM_all	si:ch211-197h24.6	blast	647.7	528.9
Ev-group680-comp0_c0_seq3_FPKM_all	rnf150a	blast	368.8	83.7
Ev-group6800-comp0_c0_seq1_FPKM_all		blast	92.2	359.4
Ev-group68017-comp0_c0_seq1_FPKM_all		blast	41.2	72.1
Ev-group68017-comp0_c0_seq2_FPKM_all		blast	237.7	104.3
Ev-group68017-comp0_c0_seq7_FPKM_all	taz	blast	80.1	21.0
Ev-group6802-comp0_c0_seq1_FPKM_all		blast	99.5	353.3
Ev-group6802-comp0_c0_seq11_FPKM_all		blast	160.1	173.5
Ev-group6802-comp0_c0_seq18_FPKM_all		blast	303.3	0.0
Ev-group6802-comp0_c0_seq32_FPKM_all	snrnp48	blast	196.5	197.9
Ev-group6805-comp0_c0_seq1_FPKM_all	DOCK2	blast	148.0	258.9
Ev-group68072-comp0_c0_seq1_FPKM_all	st14a	blast	162.5	109.6
Ev-group6808-comp0_c0_seq2_FPKM_all	PFDN4	blast	1273.7	1373.5
Ev-group6808-comp2_c0_seq11_FPKM_all		blast	80.1	77.5
Ev-group6808-comp2_c0_seq13_FPKM_all		blast	509.5	693.3
Ev-group6808-comp2_c0_seq2_FPKM_all		blast	41.2	213.9
Ev-group6808-comp2_c0_seq7_FPKM_all		blast	118.9	185.5
Ev-group6809-comp0_c0_seq1_FPKM_all	ldb2b	blast	419.7	550.3
Ev-group6810-comp0_c0_seq1_FPKM_all	slc10a3	blast	63.1	52.3
Ev-group68107-comp0_c0_seq1_FPKM_all		blast	126.2	188.0
Ev-group682-comp0_c0_seq1_FPKM_all		blast	82.5	50.7
Ev-group68236-comp0_c0_seq1_FPKM_all	ints10	blast	138.3	101.8
Ev-group68277-comp0_c0_seq1_FPKM_all		blast	0.0	10.3
Ev-group683-comp1_c0_seq1_FPKM_all	FP236835.1	blast	167.4	35.9
Ev-group683-comp1_c0_seq10_FPKM_all		blast	121.3	98.9
Ev-group6831-comp1_c0_seq2_FPKM_all	sema4ba	blast	1952.9	1006.2
Ev-group6833-comp0_c0_seq2_FPKM_all	atic	blast	101.9	230.8
Ev-group6834-comp1_c0_seq2_FPKM_all		blast	75.2	193.3
Ev-group6836-comp0_c0_seq2_FPKM_all		blast	242.6	211.0
Ev-group68385-comp1_c0_seq1_FPKM_all		blast	12.1	2.5
Ev-group6839-comp0_c0_seq1_FPKM_all		blast	249.9	208.2
Ev-group684-comp0_c0_seq15_FPKM_all	snx30	blast	325.1	361.9
Ev-group68407-comp0_c0_seq1_FPKM_all	gata1b	blast	26.7	61.0
Ev-group68408-comp0_c0_seq1_FPKM_all	LRRC71	blast	4.9	15.3
Ev-group68423-comp0_c0_seq5_FPKM_all		blast	84.9	101.4
Ev-group6844-comp0_c0_seq10_FPKM_all	slc3a2b	blast	107464.8	2889.1
Ev-group6844-comp1_c0_seq2_FPKM_all		blast	3651.1	1375.1
Ev-group6844-comp3_c0_seq1_FPKM_all	acox1	blast	2554.6	1534.2
Ev-group6844-comp9_c0_seq7_FPKM_all		blast	58.2	105.1
Ev-group6847-comp0_c0_seq1_FPKM_all	noc4l	blast	283.8	443.1
Ev-group685-comp0_c0_seq13_FPKM_all	snapc3	blast	329.9	255.6
Ev-group6850-comp1_c0_seq1_FPKM_all		blast	1407.1	1718.9
Ev-group6851-comp0_c0_seq2_FPKM_all	mcu	blast	1101.4	123.7
Ev-group6855-comp0_c0_seq1_FPKM_all	tyms	blast	696.3	805.4
Ev-group6855-comp0_c0_seq2_FPKM_all		blast	7.3	7.8
Ev-group6855-comp0_c0_seq4_FPKM_all	enosf1	blast	667.2	721.3
Ev-group68566-comp0_c0_seq1_FPKM_all		blast	0.0	2.5
Ev-group68587-comp0_c0_seq2_FPKM_all	pde11al	blast	94.6	54.0
Ev-group6860-comp0_c0_seq1_FPKM_all	GEMIN7	blast	380.9	180.1
Ev-group6861-comp0_c0_seq3_FPKM_all	galnt1	blast	1834.1	1219.7
Ev-group68616-comp0_c0_seq1_FPKM_all		blast	4.9	8.7
Ev-group6866-comp1_c0_seq10_FPKM_all	jarid2b	blast	162.5	162.4
Ev-group6866-comp1_c0_seq12_FPKM_all	jarid2a	blast	0.0	21.0
Ev-group6867-comp2_c0_seq2_FPKM_all		blast	579.8	1033.8
Ev-group6868-comp2_c0_seq6_FPKM_all	ern2	blast	1237.3	1460.8
Ev-group6868-comp2_c0_seq8_FPKM_all		blast	676.9	528.9
Ev-group687-comp0_c0_seq2_FPKM_all		blast	16162.1	706.9
Ev-group687-comp0_c0_seq4_FPKM_all		blast	2739.0	150.0
Ev-group687-comp3_c0_seq6_FPKM_all	ALMS1	blast	254.7	350.0
Ev-group68734-comp0_c0_seq1_FPKM_all		blast	2.4	36.3
Ev-group68766-comp0_c0_seq1_FPKM_all		blast	2.4	6.2
Ev-group68784-comp0_c0_seq1_FPKM_all	SLITRK6	blast	75.2	23.1
Ev-group688-comp0_c0_seq3_FPKM_all	tmem194a	blast	128.6	116.2
Ev-group6880-comp0_c0_seq2_FPKM_all	htatsf1	blast	647.7	433.2
Ev-group6881-comp0_c0_seq1_FPKM_all		blast	259.6	399.0
Ev-group6881-comp0_c0_seq10_FPKM_all		blast	126.2	171.9
Ev-group6881-comp0_c0_seq3_FPKM_all		blast	63.1	58.5
Ev-group6881-comp0_c0_seq7_FPKM_all		blast	0.0	0.0
Ev-group6883-comp0_c0_seq1_FPKM_all	urod	blast	359.0	502.1
Ev-group6887-comp0_c0_seq1_FPKM_all		blast	259.6	241.5
Ev-group68875-comp0_c0_seq1_FPKM_all		blast	405.1	342.1
Ev-group68894-comp0_c0_seq1_FPKM_all		blast	101.9	117.5
Ev-group689-comp0_c0_seq1_FPKM_all	pou3f1	blast	1761.3	1629.4
Ev-group68906-comp0_c0_seq2_FPKM_all	dhrs7	blast	3556.5	1001.2
Ev-group68934-comp1_c0_seq1_FPKM_all		blast	182.0	83.7
Ev-group6897-comp0_c0_seq2_FPKM_all		blast	0.0	38.3
Ev-group6897-comp0_c0_seq6_FPKM_all		blast	48.5	218.1
Ev-group6898-comp0_c0_seq2_FPKM_all	il17rd	blast	169.8	432.4
Ev-group69-comp0_c0_seq1_FPKM_all	ZMYND10	blast	7.3	40.0
Ev-group6901-comp0_c0_seq1_FPKM_all	adprm	blast	545.9	222.6
Ev-group69011-comp0_c0_seq1_FPKM_all		blast	0.0	15.7
Ev-group6904-comp0_c0_seq1_FPKM_all	rfxap	blast	422.1	129.0
Ev-group6906-comp1_c0_seq3_FPKM_all	kdm6bb	blast	1528.4	869.3
Ev-group6908-comp0_c0_seq1_FPKM_all	inab	blast	24.3	410.6
Ev-group69085-comp0_c0_seq1_FPKM_all	col7a1l	blast	17.0	6.2
Ev-group691-comp1_c0_seq2_FPKM_all	ptp4a2	blast	1169.3	1268.8
Ev-group691-comp11_c0_seq1_FPKM_all	gemin4	blast	276.6	106.8
