seq_ID	annotation	annotation_type	SM	EO
Ev-group13597-comp0_c0_seq1	eif4ea	blast	1307.6	1285.2
Ev-group135974-comp0_c0_seq1	grhl3	blast	46.1	29.7
Ev-group136-comp7_c0_seq1	ZNF319 (2 of 2)	blast	1438.6	1279.5
Ev-group136-comp7_c0_seq2	znf319	blast	708.4	232.1
Ev-group136-comp8_c0_seq2		blast	179.5	214.8
Ev-group136-comp9_c0_seq1	PALD1	blast	0.0	153.8
Ev-group136-comp9_c0_seq2		blast	218.3	123.7
Ev-group13600-comp0_c0_seq1	TMEM26 (1 of 2)	blast	87.3	151.7
Ev-group136004-comp0_c0_seq12	PARVG	blast	208.6	245.7
Ev-group136005-comp0_c0_seq1		blast	1099.0	156.6
Ev-group136016-comp0_c0_seq1		blast	36.4	19.4
Ev-group136101-comp0_c0_seq3		blast	118.9	96.9
Ev-group136172-comp0_c0_seq1		blast	0.0	6.6
Ev-group1362-comp1_c0_seq2	PAPD5	blast	623.5	431.2
Ev-group136239-comp0_c0_seq1		blast	21.8	70.1
Ev-group13627-comp0_c0_seq1		blast	475.5	735.4
Ev-group13629-comp1_c0_seq2		blast	111.6	122.4
Ev-group13629-comp2_c0_seq2		blast	99.5	216.0
Ev-group13629-comp2_c0_seq4	sppl2	blast	781.2	194.6
Ev-group13629-comp2_c0_seq5		blast	46.1	27.6
Ev-group136302-comp0_c0_seq3	syt5a	blast	7.3	58.5
Ev-group136316-comp0_c0_seq1		blast	4.9	4.9
Ev-group13634-comp3_c1_seq1		blast	167.4	1189.2
Ev-group1364-comp0_c0_seq1	lin7c	blast	424.6	465.4
Ev-group13646-comp3_c0_seq1	SYNGR2 (1 of 3)	blast	28471.6	1878.8
Ev-group136480-comp0_c0_seq1		blast	9.7	35.4
Ev-group1365-comp1_c0_seq1		blast	674.4	318.2
Ev-group13651-comp12_c0_seq1		blast	550.7	474.0
Ev-group13651-comp12_c0_seq4		blast	184.4	0.0
Ev-group13651-comp13_c0_seq21	trmu	blast	577.4	521.4
Ev-group13651-comp14_c1_seq13		blast	121.3	153.8
Ev-group13651-comp14_c1_seq30		blast	58.2	138.5
Ev-group13651-comp14_c1_seq9	lmbrd2b	blast	155.3	121.2
Ev-group13652-comp0_c0_seq1		blast	2.4	6.2
Ev-group13652-comp3_c0_seq1	41706	blast	429.4	648.8
Ev-group13655-comp0_c0_seq1		blast	160.1	51.1
Ev-group13656-comp0_c0_seq1	las1l	blast	211.1	190.4
Ev-group136581-comp0_c0_seq1		blast	34.0	50.3
Ev-group1366-comp0_c0_seq1	ampd3b	blast	80.1	71.7
Ev-group1366-comp0_c0_seq4		blast	1149.9	512.4
Ev-group136620-comp0_c0_seq1	C1H4orf34	blast	26.7	109.6
Ev-group13663-comp0_c0_seq1	coasy	blast	179.5	194.6
Ev-group13663-comp0_c0_seq2		blast	24.3	111.3
Ev-group136652-comp0_c0_seq1	si:dkey-71d15.2	blast	43.7	43.3
Ev-group13666-comp5_c0_seq1	snw1	blast	2729.3	2060.6
Ev-group136691-comp0_c0_seq1		blast	24.3	61.8
Ev-group1367-comp1_c0_seq3	riok1	blast	6249.4	1157.9
Ev-group136704-comp0_c0_seq1	CABZ01027552.1	blast	87.3	27.6
Ev-group136737-comp0_c0_seq1		blast	82.5	72.5
Ev-group1368-comp0_c0_seq1	ACSBG1	blast	7.3	10.3
Ev-group1368-comp4_c0_seq1	idh3a	blast	929.2	797.2
Ev-group1368-comp6_c0_seq1	SLC27A5 (1 of 4)	blast	133.4	156.2
Ev-group13685-comp7_c0_seq10	znf292a	blast	756.9	782.8
Ev-group13690-comp0_c0_seq1	PTP4A2 (2 of 2)	blast	254.7	516.1
Ev-group13692-comp0_c0_seq1		blast	94.6	81.2
Ev-group13699-comp0_c0_seq1	adora1	blast	123.7	157.5
Ev-group137-comp0_c0_seq1	fbxo45	blast	902.5	352.0
Ev-group137059-comp0_c0_seq1		blast	2.4	9.9
Ev-group137072-comp0_c0_seq2		blast	17.0	23.1
Ev-group1371-comp10_c0_seq1	lgmn	blast	15017.0	6142.6
Ev-group1371-comp9_c0_seq1	RGS9BP	blast	317.8	550.3
Ev-group137109-comp0_c0_seq1		blast	31.5	129.0
Ev-group137124-comp0_c0_seq1	eno2	blast	17.0	239.5
Ev-group13713-comp0_c0_seq1	fam171a1	blast	182.0	137.3
Ev-group137134-comp0_c0_seq2		blast	143.1	443.9
Ev-group137154-comp0_c0_seq1		blast	14.6	42.9
Ev-group137162-comp0_c1_seq2	C13H20orf72	blast	128.6	212.3
Ev-group137199-comp0_c0_seq1		blast	2.4	5.4
Ev-group137207-comp0_c0_seq1		blast	4.9	4.9
Ev-group137209-comp0_c0_seq1		blast	572.5	147.6
Ev-group137293-comp0_c0_seq1		blast	63.1	143.0
Ev-group1373-comp0_c0_seq2	VPS9D1	blast	215.9	114.2
Ev-group1373-comp0_c0_seq4		blast	0.0	0.0
Ev-group13730-comp0_c0_seq3		blast	162.5	84.9
Ev-group13730-comp1_c0_seq4		blast	29.1	28.4
Ev-group137302-comp0_c0_seq1		blast	21.8	32.2
Ev-group137302-comp0_c0_seq2		blast	0.0	14.0
Ev-group137335-comp0_c0_seq1	GPX8	blast	31.5	48.2
Ev-group13739-comp1_c0_seq1		blast	38.8	56.1
Ev-group13739-comp2_c0_seq1	abhd13	blast	368.8	112.5
Ev-group13740-comp7_c0_seq1	etfb	blast	2991.3	1907.7
Ev-group137421-comp1_c0_seq1		blast	82.5	3.3
Ev-group137423-comp0_c0_seq2		blast	172.2	213.5
Ev-group13743-comp3_c0_seq1	zc3h3	blast	334.8	169.0
Ev-group13743-comp4_c1_seq2		blast	300.8	114.2
Ev-group13743-comp4_c1_seq3	CR848029.2	blast	46.1	269.6
Ev-group13744-comp1_c0_seq1	SIPA1	blast	177.1	225.1
Ev-group13747-comp0_c0_seq1		blast	436.7	528.9
Ev-group1375-comp1_c0_seq1	cbx4	blast	70.4	239.1
Ev-group13754-comp1_c0_seq6	ahctf1	blast	1152.4	438.6
Ev-group13756-comp0_c0_seq4	cxxc1l	blast	633.2	440.6
Ev-group137592-comp0_c0_seq1		blast	19.4	5.4
Ev-group1376-comp1_c0_seq1	ppp4r2a	blast	174.7	135.2
Ev-group13760-comp0_c0_seq1	slc33a1	blast	691.4	400.7
Ev-group137621-comp0_c0_seq1		blast	53.4	106.8
Ev-group13767-comp10_c0_seq3	tmpob	blast	3760.3	1979.8
Ev-group13767-comp11_c0_seq1	arrdc1b	blast	29.1	144.3
Ev-group13767-comp15_c0_seq1	FAM82B	blast	507.0	1736.2
Ev-group13767-comp6_c0_seq1		blast	439.1	233.3
Ev-group137678-comp0_c0_seq1		blast	0.0	12.4
Ev-group13772-comp2_c0_seq2	FAM168B	blast	815.1	724.6
Ev-group137731-comp0_c0_seq1		blast	65.5	31.7
Ev-group13774-comp2_c0_seq1	wu:fk08b02	blast	48.5	77.9
Ev-group137763-comp0_c0_seq1	SRPRB	blast	215.9	309.6
Ev-group1378-comp0_c0_seq7	si:ch211-195b13.1	blast	269.3	441.1
Ev-group137804-comp0_c0_seq1	gpsm1a	blast	9.7	35.0
Ev-group137805-comp0_c0_seq1		blast	254.7	92.7
Ev-group13783-comp2_c0_seq2	ap1g2	blast	560.4	340.5
Ev-group137843-comp0_c0_seq1	ALX3	blast	2.4	7.4
Ev-group13786-comp1_c0_seq2		blast	21.8	149.2
Ev-group1379-comp0_c0_seq4	btg3	blast	92.2	196.2
Ev-group13792-comp0_c0_seq1	tada2b	blast	162.5	207.7
Ev-group13793-comp1_c0_seq1	RUSC1	blast	152.8	75.8
Ev-group137939-comp0_c0_seq1	KCNT1 (1 of 3)	blast	26.7	13.2
Ev-group137948-comp0_c0_seq1	BX323793.3	blast	118.9	45.8
Ev-group13798-comp10_c0_seq13	mid2	blast	703.5	703.2
Ev-group13798-comp10_c0_seq17		blast	43.7	13.6
Ev-group13798-comp10_c0_seq19		blast	36.4	58.1
Ev-group13798-comp10_c0_seq20		blast	19.4	60.6
Ev-group13798-comp10_c0_seq5		blast	121.3	174.8
Ev-group13798-comp10_c0_seq8		blast	698.7	921.7
Ev-group13798-comp6_c0_seq1	SMARCA1	blast	3808.8	2905.6
Ev-group13798-comp7_c0_seq1		blast	87.3	115.8
Ev-group13798-comp8_c0_seq1		blast	34.0	88.2
Ev-group138058-comp0_c0_seq1		blast	26.7	42.0
Ev-group138065-comp1_c0_seq1		blast	0.0	21.0
Ev-group138066-comp0_c0_seq1		blast	7.3	11.1
Ev-group13808-comp3_c0_seq1		blast	11198.4	2751.0
Ev-group138082-comp1_c0_seq3		blast	17.0	15.3
Ev-group1382-comp1_c0_seq1	apex1	blast	1043.2	548.6
Ev-group13823-comp0_c0_seq1	rapgef2	blast	664.7	441.1
Ev-group138319-comp0_c0_seq1	RNF213	blast	385.7	514.0
Ev-group13833-comp4_c0_seq1		blast	2615.2	2179.7
Ev-group13842-comp3_c0_seq1	FAM53C	blast	116.4	153.8
Ev-group13842-comp3_c0_seq2		blast	4.9	38.7
Ev-group138436-comp0_c0_seq1		blast	24.3	18.1
Ev-group13844-comp2_c0_seq2		blast	410.0	60.2
Ev-group138452-comp0_c0_seq1		blast	34.0	25.1
Ev-group138452-comp0_c0_seq2		blast	0.0	30.1
Ev-group1385-comp2_c0_seq1		blast	594.4	613.4
Ev-group1386-comp1_c0_seq1	nfe2l3	blast	72.8	80.0
Ev-group138678-comp0_c0_seq1		blast	34.0	14.0
Ev-group13868-comp0_c0_seq1		blast	344.5	324.8
Ev-group1387-comp47_c0_seq2	FAM65C	blast	613.8	739.1
Ev-group1387-comp49_c1_seq1		blast	281.4	288.1
Ev-group1387-comp49_c1_seq2	kif3a	blast	2013.6	1115.4
Ev-group1387-comp50_c0_seq1		blast	155.3	497.5
Ev-group1387-comp51_c0_seq11		blast	0.0	0.0
Ev-group1387-comp51_c0_seq12		blast	58.2	71.3
Ev-group1387-comp51_c0_seq4	glt25d1	blast	783.6	546.2
Ev-group1387-comp51_c0_seq7		blast	94.6	111.3
Ev-group1387-comp52_c0_seq2	lamb1b	blast	11477.4	11350.3
Ev-group1387-comp52_c0_seq6		blast	1994.2	2524.3
Ev-group138724-comp0_c0_seq3	CRAT (2 of 2)	blast	470.6	86.1
Ev-group138745-comp0_c0_seq1		blast	77.6	104.7
Ev-group138745-comp0_c0_seq2		blast	38.8	11.5
Ev-group138762-comp0_c0_seq1		blast	82.5	49.5
Ev-group13878-comp1_c0_seq5	gpr155a	blast	647.7	380.5
Ev-group138783-comp0_c0_seq1		blast	36.4	21.4
Ev-group1388-comp3_c0_seq1	zgc:110727	blast	101.9	171.5
Ev-group1388-comp3_c0_seq3		blast	138.3	54.8
Ev-group13881-comp22_c0_seq4	pld1a	blast	1040.8	7753.1
Ev-group13881-comp23_c0_seq32		blast	2654.1	729.2
Ev-group13881-comp23_c0_seq46		blast	1911.7	801.3
Ev-group13881-comp23_c0_seq59		blast	2304.7	894.1
Ev-group13881-comp23_c0_seq61	golga4	blast	3100.4	1836.8
Ev-group13881-comp23_c0_seq66		blast	914.6	738.7
Ev-group13881-comp23_c0_seq69	trim13	blast	596.8	436.1
Ev-group13881-comp24_c0_seq8	fam176c	blast	558.0	688.8
Ev-group138823-comp0_c0_seq1		blast	9.7	4.5
Ev-group138838-comp0_c0_seq1		blast	12.1	44.9
Ev-group13886-comp0_c0_seq1	arl2bp	blast	191.7	232.5
Ev-group13887-comp1_c0_seq1		blast	1280.9	1085.7
Ev-group13892-comp6_c0_seq1	rbm38	blast	201.4	457.1
Ev-group13892-comp7_c1_seq5		blast	9170.3	340.5
Ev-group13892-comp9_c0_seq1	pitpnb	blast	424.6	52.8
Ev-group13892-comp9_c0_seq2		blast	97.0	101.8
Ev-group13892-comp9_c0_seq5		blast	17.0	12.4
Ev-group13893-comp1_c0_seq6	NLRC5	blast	1458.0	857.0
Ev-group138930-comp0_c0_seq3		blast	41.2	26.4
Ev-group13894-comp1_c0_seq16		blast	194.1	209.0
Ev-group138947-comp0_c0_seq1	CU928217.1	blast	14.6	15.3
Ev-group138956-comp1_c0_seq2		blast	0.0	83.3
Ev-group13899-comp0_c0_seq4	CU302202.5	blast	55.8	107.6
Ev-group13899-comp0_c0_seq6		blast	143.1	122.8
Ev-group139-comp0_c0_seq1	si:ch211-14c7.2	blast	92.2	44.9
Ev-group13901-comp0_c0_seq2	ttpa	blast	172.2	155.8
Ev-group139034-comp0_c0_seq1	tmem205	blast	77.6	170.7
Ev-group139036-comp0_c0_seq1		blast	138.3	28.0
Ev-group139055-comp0_c0_seq1		blast	4.9	4.9
Ev-group139066-comp0_c0_seq2		blast	138.3	289.4
Ev-group139072-comp1_c0_seq3		blast	67.9	71.3
Ev-group13910-comp1_c0_seq1	plxdc1	blast	259.6	570.1
Ev-group139157-comp0_c0_seq1		blast	53.4	16.9
Ev-group139195-comp0_c0_seq1		blast	24.3	10.3
Ev-group1392-comp1_c1_seq1	IGSF8	blast	38.8	37.1
Ev-group13922-comp0_c0_seq4	zc3hc1	blast	667.2	475.3
Ev-group13925-comp2_c0_seq1	arl6ip1	blast	5798.2	3152.1
Ev-group139262-comp0_c0_seq1		blast	0.0	11.5
Ev-group139280-comp0_c0_seq1	mchr2	blast	4.9	16.1
Ev-group1393-comp6_c0_seq1		blast	298.4	179.3
Ev-group1393-comp6_c0_seq11	apeh	blast	2018.4	1510.7
Ev-group1393-comp6_c0_seq24		blast	0.0	0.0
Ev-group1393-comp6_c0_seq25		blast	427.0	273.7
Ev-group1393-comp6_c0_seq6		blast	80.1	137.3
Ev-group1393-comp7_c0_seq1	cul4a	blast	3947.1	2722.2
Ev-group13930-comp0_c0_seq1	znf703	blast	46.1	280.7
Ev-group13934-comp21_c0_seq1	kpna3	blast	3466.8	5209.8
Ev-group13934-comp30_c0_seq1		blast	1572.1	1180.1
Ev-group13934-comp30_c0_seq3		blast	266.9	159.1
Ev-group13934-comp34_c0_seq1		blast	305.7	56.9
Ev-group13934-comp36_c0_seq10		blast	34.0	144.7
Ev-group13934-comp36_c0_seq11		blast	0.0	99.8
Ev-group13934-comp36_c0_seq3		blast	0.0	318.6
Ev-group13934-comp36_c0_seq4	TENM3	blast	870.9	1452.2
Ev-group13934-comp40_c0_seq1	kpna4	blast	10582.2	2883.8
Ev-group13938-comp0_c0_seq1		blast	987.4	896.1
Ev-group139380-comp0_c0_seq1		blast	24.3	7.8
Ev-group13939-comp4_c0_seq2	ptprn2	blast	89.8	620.4
Ev-group1394-comp4_c0_seq1	lbr	blast	376.0	270.8
Ev-group1394-comp5_c0_seq3	gphnb	blast	133.4	242.0
Ev-group1394-comp5_c0_seq6		blast	706.0	185.1
Ev-group13944-comp0_c0_seq3		blast	55.8	67.2
Ev-group139443-comp0_c0_seq1		blast	97.0	88.2
Ev-group1395-comp3_c0_seq2	arsa	blast	1528.4	2054.0
Ev-group139529-comp0_c0_seq1		blast	9.7	34.2
Ev-group13956-comp0_c0_seq1	cyb561d2	blast	184.4	99.8
Ev-group139571-comp0_c0_seq1	wisp2	blast	67.9	45.8
Ev-group1396-comp1_c0_seq1		blast	218.3	148.8
Ev-group139643-comp0_c0_seq2	GP1BA	blast	43.7	84.1
Ev-group139653-comp0_c0_seq1	itpkcb	blast	274.1	278.2
Ev-group139688-comp0_c0_seq1		blast	7.3	48.2
Ev-group13969-comp0_c1_seq1		blast	58.2	0.0
Ev-group13969-comp0_c1_seq10	wdr83	blast	286.3	239.1
Ev-group13969-comp0_c1_seq11		blast	24.3	112.1
Ev-group13969-comp0_c1_seq4		blast	0.0	0.0
Ev-group13969-comp0_c1_seq6		blast	184.4	95.6
Ev-group13969-comp0_c1_seq7		blast	24.3	22.3
Ev-group13973-comp2_c0_seq2	hps1	blast	182.0	192.9
Ev-group139731-comp0_c0_seq1		blast	0.0	13.2
Ev-group139742-comp0_c0_seq1		blast	82.5	15.7
Ev-group13977-comp0_c0_seq1		blast	2.4	19.8
Ev-group139791-comp0_c0_seq1		blast	50.9	106.3
Ev-group13982-comp103_c0_seq1	trmt2b	blast	63.1	68.8
Ev-group13982-comp104_c0_seq1		blast	9.7	40.4
Ev-group13982-comp105_c0_seq2	si:dkey-240h12.4	blast	1475.0	2512.8
Ev-group13982-comp105_c0_seq4		blast	1026.2	1160.3
Ev-group13982-comp105_c0_seq7		blast	123.7	297.2
Ev-group13982-comp108_c1_seq2		blast	446.4	604.7
Ev-group13982-comp109_c0_seq1		blast	300.8	489.7
Ev-group13982-comp111_c0_seq1	RNF19A	blast	215.9	237.4
Ev-group13982-comp111_c0_seq2		blast	19.4	119.1
Ev-group13982-comp111_c0_seq6		blast	12.1	75.0
Ev-group13982-comp112_c0_seq11		blast	2969.4	2.9
Ev-group13982-comp112_c0_seq25		blast	1358.6	1771.6
Ev-group13982-comp112_c0_seq26	pcf11	blast	3714.2	5650.0
Ev-group13982-comp112_c0_seq30		blast	186.8	22.7
Ev-group13982-comp112_c0_seq42		blast	1356.1	1356.1
Ev-group13982-comp113_c0_seq13		blast	254.7	49.1
Ev-group13982-comp113_c0_seq3		blast	703.5	649.2
Ev-group13982-comp113_c0_seq8	UHRF2 (1 of 3)	blast	72.8	83.3
Ev-group13982-comp115_c0_seq3		blast	121.3	727.1
Ev-group13982-comp115_c0_seq5	pcdh1g2	blast	1065.0	568.4
Ev-group13982-comp116_c0_seq1		blast	310.5	491.3
Ev-group13982-comp116_c0_seq3		blast	456.1	377.2
Ev-group13982-comp116_c0_seq5		blast	75.2	362.7
Ev-group13982-comp116_c0_seq7		blast	167.4	60.6
Ev-group13982-comp116_c0_seq8		blast	9.7	343.0
Ev-group13982-comp18_c0_seq1		blast	41.2	103.0
Ev-group13982-comp38_c0_seq1	CABZ01112358.1	blast	3590.5	3549.9
Ev-group13982-comp59_c0_seq2		blast	477.9	210.6
Ev-group13982-comp94_c0_seq3	htra1b	blast	545.9	1537.5
Ev-group13982-comp94_c0_seq5	htra1a	blast	3442.5	616.7
Ev-group13982-comp99_c0_seq1	dnajb12a	blast	1004.4	1058.9
Ev-group139862-comp0_c0_seq1		blast	12183.4	6374.7
Ev-group13988-comp2_c0_seq1		blast	851.5	489.7
Ev-group13988-comp3_c0_seq1		blast	114.0	140.1
Ev-group13988-comp3_c0_seq2	bcor	blast	0.0	16.9
Ev-group13989-comp0_c0_seq1	mul1a	blast	271.7	197.0
Ev-group1399-comp0_c0_seq1	zgc:110191	blast	342.1	926.2
Ev-group139915-comp0_c0_seq1		blast	58.2	43.3
Ev-group13992-comp0_c0_seq1	zgc:153157	blast	475.5	354.9
Ev-group13995-comp0_c0_seq11		blast	524.0	199.9
Ev-group13995-comp0_c0_seq7		blast	67.9	47.4
Ev-group13995-comp0_c0_seq8	zdhhc18a	blast	223.2	58.5
Ev-group139961-comp0_c0_seq1		blast	155.3	93.6
Ev-group13999-comp5_c0_seq2	map2k2b	blast	2950.0	1328.9
Ev-group13999-comp7_c0_seq1	map2k2a	blast	329.9	448.5
Ev-group13999-comp9_c0_seq19	SPG7	blast	2345.9	3021.0
Ev-group140-comp2_c0_seq1	mbtps2	blast	140.7	124.5
Ev-group1400-comp5_c0_seq2	nomo	blast	514.3	575.8
Ev-group1400-comp6_c0_seq4	zgc:198241	blast	1518.7	582.4
Ev-group140015-comp0_c0_seq1	tbc1d16	blast	19.4	56.5
Ev-group14003-comp1_c0_seq1		blast	94.6	211.9
Ev-group140064-comp1_c0_seq5		blast	26.7	119.1
Ev-group14007-comp0_c0_seq1	nkd2a	blast	36.4	165.7
Ev-group140078-comp0_c0_seq1		blast	19.4	43.3
Ev-group1401-comp2_c0_seq3	tmem161a	blast	3789.4	940.2
Ev-group14016-comp1_c0_seq2		blast	70.4	138.1
Ev-group14016-comp1_c0_seq8		blast	191.7	262.6
Ev-group140188-comp1_c0_seq1	F2RL3	blast	4.9	10.3
Ev-group1402-comp0_c0_seq1	BX088691.2	blast	460.9	739.9
Ev-group14023-comp0_c0_seq2	dscr3	blast	1846.2	989.3
Ev-group140253-comp0_c0_seq1		blast	38.8	50.7
Ev-group140262-comp0_c0_seq1	ITPRIPL2	blast	48.5	40.0
Ev-group14030-comp2_c0_seq6	brd9	blast	1108.7	363.6
Ev-group14030-comp2_c0_seq9		blast	368.8	227.9
Ev-group1404-comp1_c0_seq1	znf644a	blast	70.4	170.2
Ev-group14043-comp0_c0_seq1	slc37a1	blast	320.2	573.8
Ev-group14046-comp0_c0_seq1		blast	34.0	148.0
Ev-group14046-comp0_c0_seq2	ntn1b	blast	29.1	105.9
Ev-group140499-comp0_c0_seq2	CR352328.4	blast	104.3	78.7
Ev-group14054-comp4_c1_seq1	glipr2l	blast	405.1	2924.1
Ev-group14054-comp7_c1_seq1	GANAB (2 of 3)	blast	815.1	1401.5
Ev-group14054-comp8_c0_seq1		blast	422.1	550.7
Ev-group1406-comp4_c0_seq1	mrps2	blast	1829.2	518.1
Ev-group140620-comp0_c0_seq1	C2H1orf35	blast	201.4	67.2
Ev-group14064-comp1_c0_seq1		blast	198.9	138.1
Ev-group14064-comp1_c0_seq2		blast	24.3	65.1
Ev-group14065-comp1_c0_seq1		blast	63.1	100.2
Ev-group14065-comp1_c0_seq2		blast	2.4	2.5
Ev-group14065-comp3_c0_seq1	suco	blast	0.0	41.6
Ev-group14065-comp3_c0_seq3		blast	84.9	8.2
Ev-group14065-comp3_c0_seq4		blast	0.0	49.1
Ev-group14065-comp3_c1_seq1		blast	60.7	110.5
Ev-group14066-comp0_c0_seq2	CT583687.1	blast	608.9	311.2
Ev-group14066-comp0_c0_seq3		blast	46.1	39.2
Ev-group140661-comp1_c0_seq2		blast	140.7	146.3
Ev-group14071-comp15_c0_seq1		blast	72.8	143.0
Ev-group14071-comp15_c0_seq2	asap2a	blast	36.4	242.8
Ev-group14071-comp18_c0_seq1	TXNRD2 (1 of 2)	blast	67.9	58.9
Ev-group14071-comp19_c0_seq5	asap1	blast	0.0	89.0
Ev-group14071-comp21_c0_seq20		blast	194.1	891.6
Ev-group14071-comp22_c0_seq2	asap2b	blast	21.8	138.5
Ev-group14071-comp22_c0_seq3		blast	72.8	16.5
Ev-group14071-comp22_c0_seq6		blast	7.3	3.3
Ev-group14071-comp8_c0_seq1	fam49ba	blast	184.4	293.5
Ev-group14073-comp1_c0_seq5	pcnxl4	blast	771.5	353.3
Ev-group14084-comp1_c0_seq1	SHPRH	blast	84.9	126.5
Ev-group14085-comp0_c0_seq1		blast	131.0	41.6
Ev-group140854-comp0_c0_seq5	kdm2aa	blast	206.2	167.4
Ev-group140869-comp0_c0_seq1		blast	7.3	54.0
Ev-group14088-comp2_c0_seq4	ttyh2	blast	82.5	102.6
Ev-group140884-comp0_c0_seq1		blast	0.0	3.7
Ev-group140886-comp0_c0_seq1		blast	75.2	15.3
Ev-group140899-comp0_c0_seq1		blast	182.0	107.2
Ev-group1409-comp1_c0_seq1	usp54a	blast	126.2	115.8
Ev-group1409-comp1_c0_seq2		blast	46.1	42.5
Ev-group1409-comp1_c0_seq3		blast	46.1	176.8
Ev-group140916-comp0_c0_seq1		blast	72.8	104.3
Ev-group14095-comp0_c0_seq3	slc7a2	blast	208.6	756.4
Ev-group141-comp0_c0_seq1	SLC46A2	blast	48.5	67.6
Ev-group1410-comp0_c0_seq1	rcbtb1	blast	245.0	244.8
Ev-group1410-comp0_c0_seq2		blast	0.0	31.3
Ev-group14101-comp2_c0_seq1	vcpip1	blast	1011.6	499.2
Ev-group14101-comp3_c0_seq1		blast	92.2	131.5
Ev-group14101-comp3_c0_seq2		blast	53.4	51.9
Ev-group14101-comp3_c0_seq4		blast	4.9	20.2
Ev-group14103-comp6_c0_seq2	ywhae1	blast	6688.5	2149.2
Ev-group14108-comp0_c0_seq1	ZCCHC4	blast	909.8	403.5
Ev-group1411-comp0_c0_seq1	NOTUM (1 of 2)	blast	133.4	124.1
Ev-group141183-comp0_c0_seq1		blast	4.9	9.9
Ev-group14119-comp3_c0_seq3		blast	14.6	47.8
Ev-group14119-comp4_c0_seq5	uggt1	blast	395.4	530.1
Ev-group1412-comp0_c0_seq1	slc7a3a	blast	1547.8	1737.4
Ev-group14120-comp1_c0_seq1		blast	89.8	109.6
Ev-group14120-comp2_c0_seq1	GMIP	blast	123.7	108.4
Ev-group141232-comp0_c0_seq1	AL935181.3	blast	31.5	9.9
Ev-group141236-comp0_c0_seq4	CU683898.1	blast	121.3	143.9
Ev-group14126-comp0_c0_seq7	fam50a	blast	521.6	744.0
Ev-group141266-comp0_c0_seq1		blast	65.5	147.6
Ev-group1413-comp1_c0_seq1		blast	1567.2	1864.8
Ev-group14132-comp6_c0_seq1	fam134a	blast	131.0	34.2
Ev-group14132-comp9_c0_seq13		blast	373.6	886.6
Ev-group14132-comp9_c0_seq2		blast	1200.9	1888.3
Ev-group14132-comp9_c0_seq5	RELN (4 of 4)	blast	511.9	305.9
Ev-group14132-comp9_c0_seq8		blast	465.8	1211.5
Ev-group141326-comp0_c0_seq1	mpx	blast	9.7	30.1
Ev-group14136-comp15_c0_seq14		blast	1302.8	1075.4
Ev-group14136-comp16_c1_seq17	PPIP5K2	blast	1940.8	709.4
Ev-group14136-comp16_c1_seq39		blast	283.8	393.7
Ev-group14136-comp16_c1_seq49		blast	931.6	146.7
Ev-group14136-comp16_c1_seq58		blast	104.3	312.9
Ev-group14136-comp16_c1_seq64	PPIP5K1 (1 of 2)	blast	7.3	629.8
Ev-group14136-comp16_c1_seq93		blast	228.0	73.4
Ev-group14138-comp1_c0_seq1	lrrc48	blast	26.7	120.8
Ev-group1414-comp23_c0_seq1	prph	blast	109.2	4615.0
Ev-group1414-comp25_c0_seq1		blast	135.9	227.5
Ev-group14142-comp0_c0_seq1	TOB2	blast	92.2	182.6
Ev-group14144-comp0_c0_seq1	nipa1	blast	94.6	102.2
Ev-group141467-comp0_c0_seq1	MEGF9 (1 of 2)	blast	58.2	235.0
Ev-group141469-comp0_c0_seq1		blast	618.6	355.3
Ev-group141490-comp0_c0_seq1	EMP3 (2 of 2)	blast	21.8	24.3
Ev-group1415-comp0_c0_seq2	zdhhc6	blast	4332.8	2162.0
Ev-group1415-comp3_c0_seq2	vti1a	blast	206.2	267.5
Ev-group141526-comp0_c0_seq3		blast	77.6	53.6
Ev-group141553-comp0_c0_seq1		blast	7.3	3.3
Ev-group1416-comp18_c0_seq2		blast	579.8	1031.3
Ev-group1416-comp19_c0_seq4	zyg11	blast	1683.6	842.1
Ev-group1416-comp28_c0_seq16	crbn	blast	4233.4	1939.4
Ev-group1416-comp33_c0_seq1		blast	337.2	634.0
Ev-group14166-comp1_c0_seq1	pcid2	blast	548.3	293.5
Ev-group141677-comp0_c0_seq1		blast	14.6	1.6
Ev-group1417-comp2_c0_seq1	dixdc1b	blast	92.2	98.5
Ev-group141754-comp1_c0_seq1		blast	0.0	0.0
Ev-group141770-comp0_c0_seq1		blast	58.2	168.2
Ev-group1418-comp0_c0_seq1	igf2bp2b	blast	77.6	37.5
Ev-group1418-comp1_c0_seq1		blast	424.6	92.3
Ev-group14181-comp1_c0_seq4	skiv2l	blast	1055.3	1205.7
Ev-group14181-comp1_c0_seq5		blast	211.1	335.5
Ev-group14181-comp1_c0_seq7		blast	21.8	69.2
Ev-group14184-comp6_c0_seq1	eif5	blast	5703.5	4101.0
Ev-group14186-comp4_c0_seq34	NSUN6	blast	1812.2	1511.5
Ev-group14186-comp5_c0_seq1	arl5a	blast	2445.4	1084.1
Ev-group1419-comp0_c0_seq1	eif2ak3	blast	274.1	282.4
Ev-group141908-comp0_c0_seq1		blast	0.0	70.1
Ev-group14194-comp0_c0_seq1		blast	247.5	205.7
Ev-group141940-comp0_c0_seq1		blast	135.9	83.7
Ev-group14196-comp1_c0_seq2	med21	blast	320.2	255.2
