group_ID	annotation	annotation_type	EO	SM
comp25327_c0	exosc1	blast	1834.0	1085.7
comp25328_c0	FAM69A (1 of 2)	blast	51.2	50.63
comp25328_c1		blast	6399.01	8963.14
comp25329_c0	ndufa11	blast	847.94	1556.36
comp25330_c0	ywhaba	blast	1837.2	1636.99
comp25330_c1		blast	547.16	283.15
comp25331_c0	ahcy	blast	2369.43	9428.18
comp25332_c0		blast	4353.29	894.44
comp25333_c0		blast	87.99	91.88
comp25333_c1	ndfip1	blast	5173.5	2928.96
comp25335_c0	cct2	blast	1937.46	5053.49
comp25336_c0	phb	blast	1471.36	1372.6
comp25337_c0	eif2s3	blast	1935.86	2593.31
comp25338_c0		blast	0.0	1646.37
comp25339_c0	rpl11	blast	7105.09	10435.12
comp25340_c0	rps13	blast	5986.77	8989.39
comp25341_c0	rplp0	blast	27538.29	64281.48
comp25342_c0		blast	28.8	7.5
comp25342_c1		blast	554.63	219.39
comp25343_c0	ncl	blast	2440.36	2505.18
comp25343_c1		blast	342.38	523.16
comp25345_c0	anxa4	blast	3606.14	609.42
comp25347_c0	capns1a	blast	2330.5	2638.31
comp25348_c0		blast	17.6	435.03
comp25348_c1		blast	85.86	1698.87
comp25350_c0	ATPIF1 (2 of 2)	blast	1581.75	2188.28
comp25351_c0	ybx1	blast	23339.66	133653.95
comp25352_c0	eef1g	blast	11960.74	20302.08
comp25353_c0	col4a2	blast	11321.32	5379.76
comp25354_c0		blast	1544.42	2327.04
comp25355_c0	psma1	blast	785.54	890.69
comp25356_c0	nnt	blast	5733.46	3748.39
comp25356_c1		blast	147.72	48.75
comp25357_c0	pvalb7	blast	45.86	13139.07
comp25359_c0	sdad1	blast	497.56	1365.1
comp25360_c0	COMP	blast	1438.3	562.54
comp25361_c0	ociad1	blast	1012.19	1580.74
comp25364_c0		blast	0.0	1250.71
comp25364_c1		blast	0.0	75.01
comp25366_c0		blast	246.92	219.39
comp25367_c0	selenbp1	blast	639.42	568.17
comp25368_c0	ck2b	blast	1882.0	2604.56
comp25369_c0	zmat2	blast	360.51	517.54
comp25371_c0	scamp2	blast	1120.45	804.43
comp25372_c0		blast	540.23	556.91
comp25373_c0		blast	2063.85	712.55
comp25375_c0	slc25a47a	blast	581.29	796.93
comp25376_c0		blast	43.73	0.0
comp25376_c1	id2a	blast	859.67	58.13
comp25377_c0	atp5o	blast	2398.23	4054.04
comp25378_c0	MURC (2 of 2)	blast	2167.31	8351.85
comp25383_c0	lmod2b	blast	1.6	1830.13
comp25383_c1		blast	1.07	2051.4
comp25384_c0	txnipa	blast	1489.49	2550.18
comp25385_c0	ano5a	blast	1731.08	2540.81
comp25386_c0	tegt	blast	5365.48	4198.43
comp25388_c0	atp5j	blast	1567.35	2113.28
comp25389_c0	si:ch211-244b2.4	blast	296.51	2418.92
comp25392_c0	lmod1	blast	704.48	31.88
comp25393_c0	si:dkey-28b4.8	blast	188.79	274937.83
comp25396_c0		blast	1891.06	1168.21
comp25397_c0	eif1axb	blast	1306.04	1470.11
comp25398_c0		blast	35.2	20.63
comp25398_c1	scxa	blast	176.52	54.38
comp25399_c0	cox10	blast	774.34	1742.0
comp25400_c0	polr3glb	blast	433.04	586.92
comp25401_c0	rnf185	blast	263.98	305.65
comp25402_c0	drg2	blast	1146.58	735.05
comp25403_c0	tpd52l2a	blast	1044.19	733.18
comp25404_c0	p4hb	blast	2010.52	1335.1
comp25405_c0	cacybp	blast	2376.36	431.28
comp25406_c0	bhmt	blast	2606.21	1020.07
comp25407_c0		blast	44.8	22.5
comp25407_c1		blast	524.23	729.43
comp25408_c0	ucmaa	blast	773.81	37.5
comp25409_c0		blast	333.31	322.52
comp25411_c0	fam207a	blast	246.38	196.89
comp25412_c0		blast	118.92	136.88
comp25412_c1		blast	21.87	13.13
comp25414_c0	rpl3	blast	12873.21	24033.6
comp25415_c0		blast	211.18	195.01
comp25416_c0	plekhb2	blast	2057.45	1931.39
comp25417_c0		blast	635.69	618.79
comp25417_c1	emp1	blast	169.05	255.02
comp25418_c0		blast	8185.55	1818.88
comp25419_c0	glrx3	blast	751.41	708.8
comp25422_c0	sec11a	blast	758.88	1254.46
comp25423_c0		blast	434.64	418.15
comp25424_c0		blast	382.37	408.78
comp25426_c0	rraga	blast	531.7	911.32
comp25427_c0	phb2	blast	636.75	620.67
comp25427_c1		blast	107.73	58.13
comp25428_c0	hspb11	blast	94.93	3892.78
comp25430_c0	vps28	blast	937.0	498.79
comp25431_c0	dnaja2	blast	1484.16	1188.84
comp25432_c0	sh3bgrl3	blast	661.29	360.03
comp25432_c1		blast	25.6	18.75
comp25433_c1		blast	5715.86	4779.72
comp25434_c0		blast	64.53	50.63
comp25434_c1		blast	451.17	181.89
comp25435_c0	ube2l3a	blast	764.21	849.44
comp25436_c0		blast	2532.62	423.78
comp25437_c0	tial1	blast	1034.06	1233.84
comp25438_c0	lasp1	blast	810.61	894.44
comp25439_c0		blast	229.85	678.8
comp25440_c0	C5H9orf78	blast	653.82	886.94
comp25442_c0		blast	10.13	16.88
comp25442_c1		blast	15.47	5.63
comp25444_c0	psmd7	blast	776.48	1128.83
comp25445_c0		blast	666.62	440.66
comp25446_c0	rpl35a	blast	4294.63	10170.73
comp25447_c0	ckmt2	blast	0.53	10155.73
comp25447_c1		blast	0.0	658.17
comp25448_c0		blast	279.45	427.53
comp25449_c0	timm9	blast	255.45	436.91
comp25450_c0	znf622	blast	628.75	436.91
comp25452_c0		blast	57.06	108.76
comp25452_c1	six1b	blast	414.37	309.4
comp25453_c0	snrnp70	blast	410.1	365.65
comp25453_c1		blast	104.53	61.88
comp25454_c0		blast	153.59	883.19
comp25454_c1		blast	76.79	286.9
comp25455_c0	arl8ba	blast	738.08	491.29
comp25456_c0	WDR83OS	blast	283.18	371.28
comp25458_c0	rpl22l1	blast	229.32	378.78
comp25459_c0		blast	73.06	170.64
comp25459_c1		blast	274.65	388.15
comp25461_c0	C7H4orf52	blast	112.53	138.76
comp25462_c0	eif2s1	blast	658.62	457.53
comp25463_c0		blast	11803.95	17371.25
comp25464_c0	CD302	blast	1107.12	1275.09
comp25464_c1		blast	92.26	91.88
comp25465_c0	SRPRB	blast	458.1	1138.21
comp25466_c0	capza1b	blast	3540.01	9105.65
comp25467_c0	KRT23 (9 of 15)	blast	4485.01	14101.01
comp25472_c0	acat1	blast	703.42	661.92
comp25473_c0	chchd10	blast	457.03	459.41
comp25475_c0	snapc5	blast	236.25	729.43
comp25476_c0	tfb2m	blast	227.18	313.15
comp25477_c0		blast	113.06	253.14
comp25477_c1	igfbp7	blast	67.73	150.01
comp25481_c0	dhrs7b	blast	94.39	106.88
comp25482_c0	hadhaa	blast	1969.99	1250.71
comp25484_c0		blast	64.53	48.75
comp25486_c0	apex1	blast	200.52	127.51
comp25487_c0	CDKN1B (2 of 3)	blast	169.05	251.27
comp25495_c0	htatsf1	blast	327.98	418.15
comp25496_c0	cd151	blast	1379.1	883.19
comp25497_c0	selrc1	blast	103.99	208.14
comp25499_c0	rtn4a	blast	102.93	90.01
comp25501_c0	phospho1	blast	284.78	5.63
comp25504_c0		blast	23.46	11.25
comp25504_c1	cnep1r1	blast	32.0	80.63
comp25505_c0		blast	20.27	28.13
comp25506_c0		blast	271.98	393.78
comp25506_c1		blast	111.99	170.64
comp25508_c0	fam176ba	blast	675.15	607.54
comp25509_c0		blast	11.2	1.88
comp25511_c0	si:dkey-174n20.1	blast	87.99	193.14
comp25512_c0	C5HXorf56	blast	86.93	118.13
comp25513_c0		blast	24.0	3.75
comp25515_c0	MDH2	blast	5743.59	13707.23
comp25522_c0	sdprb	blast	1189.25	1269.47
comp255223_c0		blast	16.0	5.63
comp25523_c0	nfu1	blast	135.46	95.63
comp25526_c0	rab9a	blast	188.79	142.51
comp25526_c1		blast	42.66	28.13
comp25527_c1	rnd3a	blast	251.18	219.39
comp25533_c0	snupn	blast	163.72	148.14
comp25534_c0		blast	54.93	75.01
comp25535_c0		blast	380.77	1040.7
comp25536_c0		blast	60.8	69.38
comp25536_c1	dnajb12b	blast	170.12	200.64
comp25537_c0	ATP6V0E1	blast	138.12	65.63
comp25541_c0		blast	49.6	78.76
comp25548_c0		blast	1429.23	2220.16
comp25549_c0		blast	749.28	628.17
comp25550_c0	zgc:110843	blast	190.92	517.54
comp25551_c0	apoa1bp	blast	571.16	506.29
comp25554_c0	ndufa6	blast	220.78	391.9
comp25559_c0		blast	107.19	1.88
comp25560_c0	ccm2	blast	221.32	163.14
comp25562_c0	mettl11b	blast	2122.51	1119.46
comp25563_c0	akirin2	blast	169.59	127.51
comp25564_c0	TIFA	blast	86.93	136.88
comp25565_c0	WDR77	blast	53.86	78.76
comp25567_c0		blast	15.47	9.38
comp25569_c0	becn1	blast	140.26	138.76
comp25575_c0		blast	73.06	31.88
comp25579_c1	DIABLO (1 of 2)	blast	97.06	191.26
comp25584_c0	polr2eb	blast	406.37	264.39
comp25585_c0		blast	646.89	1738.25
comp25588_c0	alas1	blast	348.24	915.07
comp255907_c0		blast	13.33	16.88
comp25594_c0	EI24	blast	557.83	538.16
comp25597_c0	scyl3	blast	257.58	223.14
comp25598_c0	ccl-c5a	blast	43.73	397.53
comp25599_c0		blast	206.92	20.63
comp25604_c0	zgc:112425	blast	9979.55	13684.73
comp25607_c0		blast	82.66	31.88
comp25610_c0	psmb7	blast	760.48	1211.34
comp25613_c0		blast	94.93	58.13
comp25615_c0		blast	126.92	84.38
comp25619_c0	psmd4a	blast	1200.98	1419.48
comp25620_c0	rab15	blast	1927.33	365.65
comp25622_c0	c1galt1c1	blast	106.66	54.38
comp25623_c0	fabp11a	blast	795.14	16829.33
comp25625_c0	edf1	blast	485.83	401.28
comp25626_c0	SYNPO2L (1 of 2)	blast	6371.81	4449.69
comp25628_c0	CREB3L4	blast	131.72	76.88
comp25629_c1		blast	33.06	35.63
comp25632_c0	h2afy	blast	350.37	352.53
comp25632_c1		blast	93.33	52.5
comp25633_c0		blast	52.8	28.13
comp25635_c0	map2k2b	blast	509.3	813.81
comp25637_c0		blast	11.2	9.38
comp25637_c1		blast	121.59	69.38
comp25638_c0	nol7	blast	664.49	453.78
comp25639_c0	SCO1	blast	145.59	307.52
comp25642_c0	tbpl1	blast	79.46	121.88
comp25643_c0	echs1	blast	1036.73	2559.56
comp25646_c0		blast	227.18	151.89
comp25647_c0	fkbp1aa	blast	656.49	577.54
comp25648_c0	elof1	blast	751.41	922.57
comp25654_c0		blast	16.0	11.25
comp25655_c0	fgfr1op2	blast	145.59	105.01
comp25666_c0	tspan11	blast	47.46	16.88
comp25667_c0	mbpa	blast	98.66	736.93
comp25667_c1		blast	144.52	911.32
comp25668_c0	selt1a	blast	150.92	93.76
comp25669_c0		blast	146.66	0.0
comp25670_c0		blast	27.73	22.5
comp25671_c0	arl4d	blast	389.84	54.38
comp25672_c1		blast	33.6	0.0
comp25673_c0	prps1b	blast	169.59	118.13
comp25675_c0		blast	28.8	20.63
comp25677_c0	aldh4a1	blast	2089.45	4380.31
comp25678_c0	zgc:111974	blast	805.81	1320.09
comp25680_c0	PELI3	blast	361.04	41.25
comp25681_c0	tmed9	blast	2200.91	2728.32
comp25682_c0		blast	100.79	103.13
comp25684_c0	CCDC69	blast	139.72	2388.92
comp25685_c0		blast	206.39	384.4
comp25689_c0	N6AMT1	blast	2223.84	2786.45
comp25690_c0		blast	32.53	555.04
comp25692_c0		blast	173.32	1036.95
comp25693_c0	atp5c1	blast	2962.45	3844.03
comp25694_c0	C9H2orf49	blast	81.06	120.01
comp25695_c0	crabp2a	blast	549.29	851.31
comp25697_c0		blast	115.19	61.88
comp25699_c0	atp5a1	blast	8156.22	12692.78
comp25701_c0		blast	192.52	112.51
comp25702_c0	tnfaip6	blast	326.91	3.75
comp25703_c0	si:ch211-193k19.1	blast	508.76	326.27
comp25704_c0	ostf1	blast	145.06	163.14
comp25708_c0	NDUFA3	blast	206.92	290.65
comp25709_c1		blast	13.33	9.38
comp25710_c0	gbp	blast	125.32	136.88
comp25711_c0		blast	107.19	73.13
comp25711_c1	ranbp1	blast	378.11	481.91
comp25712_c0		blast	67.2	16.88
comp25715_c0		blast	35.2	24.38
comp25720_c0	tax1bp1b	blast	1993.46	1817.01
comp25721_c0	sod1	blast	874.07	1216.96
comp25723_c0	eif4ba	blast	1463.36	885.06
comp25730_c0	tspan7b	blast	807.41	103.13
comp25731_c0		blast	71.99	22.5
comp25731_c1		blast	13.33	5.63
comp25735_c0	snrpd1	blast	533.83	562.54
comp25738_c0	acot11b	blast	271.98	193.14
comp25742_c0		blast	3052.58	3026.47
comp25745_c0	VPS37B (1 of 2)	blast	75.73	204.39
comp25746_c0	snrpd2	blast	161.59	283.15
comp25748_c0		blast	334.38	176.26
comp25749_c0	copz1	blast	302.38	281.27
comp25752_c0	si:dkey-12l12.1	blast	205.32	187.51
comp25753_c0	mtpn	blast	388.77	450.03
comp25754_c0	vim	blast	142.92	264.39
comp25754_c1		blast	43.2	39.38
comp25757_c0	zgc:171759	blast	1036.73	1108.2
comp25759_c0	rab10	blast	116.79	596.29
comp25759_c1		blast	84.26	191.26
comp25762_c0		blast	94.93	136.88
comp25762_c1		blast	76.79	110.63
comp25764_c0	serinc1	blast	3640.81	935.69
comp25765_c0	morf4l1	blast	166.39	180.01
comp25766_c0	gps2	blast	535.43	545.66
comp25769_c0	slc35b4	blast	130.66	226.89
comp25769_c1		blast	22.93	18.75
comp25770_c0	eif3i	blast	1208.45	1858.26
comp25772_c0		blast	127.46	159.39
comp25776_c0		blast	112.53	532.54
comp25777_c0		blast	51.2	112.51
comp25778_c0	CCDC71	blast	592.49	112.51
comp257784_c0		blast	10.13	3.75
comp25781_c0	manf	blast	215.45	333.77
comp25784_c0	abhd4	blast	85.86	65.63
comp25786_c0	uqcrq	blast	185.59	251.27
comp25791_c0		blast	38.93	13.13
comp25792_c0	mogat3a	blast	25.06	337.52
comp25794_c0	gdi2	blast	1455.36	1828.26
comp25795_c0	timm8b	blast	139.19	159.39
comp25795_c1		blast	39.46	35.63
comp25796_c0		blast	33.6	1.88
comp25797_c0		blast	45.33	13.13
comp25797_c1	tmem11	blast	44.8	88.13
comp25802_c0	acad9	blast	645.82	541.91
comp25805_c0		blast	19.2	45.0
comp25809_c0	MRPL32	blast	73.06	52.5
comp25813_c0	gmfb	blast	61.33	69.38
comp25822_c0	selm	blast	153.59	142.51
comp25831_c0		blast	20.8	22.5
comp25860_c0		blast	18.13	30.0
comp25872_c0		blast	13.87	13.13
comp25885_c0		blast	37.86	5.63
comp25887_c0		blast	23.46	33.75
comp25900_c0		blast	12.8	11.25
comp25912_c0	mtmr9	blast	36.8	60.0
comp25919_c0	lcmt1	blast	331.18	388.15
comp25926_c0	cdk9	blast	270.91	168.76
comp25930_c0	decr1	blast	543.96	961.94
comp25931_c0		blast	18.13	5.63
comp25939_c0		blast	171.19	133.13
comp25946_c0		blast	25.06	33.75
comp25949_c0	C19H1orf109	blast	177.59	146.26
comp25953_c0		blast	13.87	7.5
comp25959_c0		blast	14.93	5.63
comp25960_c0	ftr82	blast	770.08	378.78
comp25961_c0	api5	blast	443.17	373.15
comp25971_c0		blast	38.93	50.63
comp25974_c0		blast	14.4	26.25
comp259770_c0		blast	6.4	31.88
comp25983_c0	SNTB2	blast	49.6	35.63
comp25987_c0		blast	11.2	13.13
comp25990_c0		blast	12.27	1.88
comp26006_c0	PAPD5	blast	30.93	105.01
comp26011_c0		blast	16.53	22.5
comp26013_c0		blast	0.0	121.88
comp26018_c0		blast	24.0	16.88
comp26019_c0	BX470189.1	blast	59.2	37.5
comp26020_c0		blast	0.0	95.63
comp26021_c0	sdhdb	blast	1009.53	2465.8
comp26030_c0		blast	21.87	18.75
comp26036_c1		blast	8.53	9.38
comp26045_c0		blast	61.33	54.38
comp26046_c0		blast	519.96	369.4
comp26047_c0	gpia	blast	30.4	82.51
comp26055_c0	mrpl9	blast	161.59	346.9
comp260563_c0		blast	14.4	13.13
comp26070_c0	ZNF793 (2 of 2)	blast	23.46	37.5
comp26075_c0		blast	18.13	31.88
comp26078_c0		blast	21.33	43.13
comp26079_c0		blast	15.47	16.88
comp26092_c0	COQ7	blast	114.13	151.89
comp26098_c0	ACTR3B	blast	1296.97	750.05
comp26100_c0	cnp	blast	609.56	744.43
comp26103_c0		blast	16.0	28.13
comp26106_c0	ldlrad3	blast	519.43	116.26
comp26113_c0	ift27	blast	12.27	16.88
comp26121_c0		blast	1.07	41.25
comp26123_c0	hoxb6b	blast	30.93	13.13
comp26129_c0		blast	222.38	1205.71
comp26130_c0	tmem165	blast	539.69	729.43
comp26137_c0	lysmd3	blast	183.45	204.39
comp26141_c0		blast	10.13	9.38
comp26142_c0	ccdc12	blast	394.64	502.54
comp26147_c0		blast	40.53	15.0
comp26148_c0	TMEM128	blast	251.72	395.65
comp26149_c0		blast	15.47	22.5
comp26150_c0		blast	14.4	3.75
comp26153_c0	fkbp9	blast	803.14	648.8
comp26161_c0	pa2g4b	blast	492.76	1012.57
comp26166_c0		blast	0.0	46.88
comp26172_c0		blast	222.38	125.63
comp26173_c0	mllt11	blast	110.93	210.02
comp26179_c0	gpr63	blast	10.13	20.63
comp26185_c0	btk	blast	58.13	76.88
comp26192_c1	nubp2	blast	122.12	84.38
comp26203_c0	agxt2	blast	0.0	136.88
comp26209_c0	ebna1bp2	blast	226.65	157.51
comp26233_c2	nr1d1	blast	5.87	46.88
comp26234_c0		blast	33.06	9.38
comp26238_c0		blast	9.07	61.88
comp26240_c0		blast	30.4	20.63
comp26247_c0		blast	9.6	11.25
comp26252_c0	adrm1b	blast	607.96	633.8
comp26254_c0		blast	283.71	95.63
comp262560_c0	rad51ap1	blast	8.0	11.25
comp26263_c0	ammecr1	blast	13.87	7.5
comp26276_c0		blast	6.93	50.63
comp26277_c0		blast	83.19	22.5
comp26285_c0		blast	18.67	26.25
comp26286_c0	smu1	blast	117.86	140.64
comp26311_c0		blast	64.53	1370.72
comp26318_c0	si:dkey-19h16.2	blast	36.26	28.13
comp26321_c0		blast	5.33	20.63
comp26325_c0		blast	10.67	7.5
comp26397_c0	sub1	blast	604.22	530.66
comp26413_c0		blast	13.33	3.75
comp26414_c0		blast	10.13	11.25
comp26439_c0	bmp4	blast	21.33	20.63
comp26466_c0	psmb9a	blast	235.18	913.19
comp26472_c0	c1qa	blast	262.38	755.68
comp26474_c0		blast	28.8	52.5
comp26479_c0		blast	178.12	202.51
comp26499_c0	epdl1	blast	195.72	31.88
comp265027_c0		blast	6.4	33.75
comp26503_c0	C3H22orf32	blast	117.32	350.65
comp26509_c0	ch25h	blast	13.87	26.25
comp26511_c0		blast	13.87	1.88
comp26514_c0		blast	13.33	5.63
comp26517_c0	cops8	blast	797.28	354.4
comp26530_c0	ncf4	blast	32.0	93.76
comp26536_c0	ptrh2	blast	105.06	133.13
comp26542_c0		blast	15.47	0.0
comp26552_c0	ADAMTS15 (2 of 2)	blast	33.6	153.76
comp26558_c0		blast	18.13	0.0
comp26559_c0		blast	30.93	31.88
comp26563_c0	PPIC	blast	222.38	352.53
comp26571_c0		blast	13.87	0.0
comp26574_c0	sostdc1a	blast	39.46	22.5
comp26593_c0		blast	12.8	13.13
comp265972_c0	ing1	blast	19.2	26.25
comp26598_c0	ubl3b	blast	258.65	168.76
comp26600_c0	PSMB10	blast	52.8	48.75
comp26603_c0		blast	35.73	52.5
comp26604_c0		blast	57.06	418.15
comp266084_c0	nova1	blast	9.6	18.75
comp26624_c0		blast	36.26	61.88
comp26625_c0		blast	3.2	46.88
comp26626_c0		blast	192.52	759.43
comp26635_c0	chrnb1	blast	146.12	2036.4
comp26652_c0		blast	10.67	5.63
comp26653_c0		blast	22.93	46.88
comp26653_c1	igfbp1a	blast	19.2	26.25
comp26671_c0	psmg3	blast	61.86	84.38
comp26676_c0		blast	43.73	3.75
comp26680_c0	p4ha2	blast	348.77	444.41
comp26683_c0	ilf2	blast	244.25	262.52
comp26700_c0		blast	589.29	703.18
comp26719_c0	dll4	blast	26.13	60.0
comp26726_c0	ap3m1	blast	967.4	346.9
comp267266_c0		blast	22.93	22.5
comp26727_c0		blast	11.73	9.38
comp26736_c0		blast	74.66	80.63
comp26743_c0		blast	33.06	22.5
comp26751_c0	cdc42l	blast	843.67	517.54
comp26759_c0		blast	41.06	75.01
comp26766_c0		blast	18.13	0.0
comp26771_c0	tcea1	blast	82.66	101.26
comp26778_c0	fra10ac1	blast	330.11	489.41
comp26783_c0		blast	3.2	43.13
comp26789_c0		blast	61.86	13.13
comp26791_c0	rab10	blast	592.49	487.53
comp26793_c0		blast	24.0	1.88
comp26797_c0	socs1	blast	36.8	67.5
comp26799_c0	commd7	blast	462.9	361.9
comp26811_c0		blast	17.07	35.63
comp26816_c0	gpm6bb	blast	1418.03	785.68
comp26826_c0	znf503	blast	130.66	705.05
comp26829_c0		blast	45.86	13.13
comp26830_c0		blast	79.99	88.13
comp26831_c0		blast	33.6	26.25
comp26831_c1		blast	16.53	16.88
comp268356_c0		blast	8.53	24.38
comp26845_c0	enpp5	blast	809.01	168.76
comp26860_c0	snrnp27	blast	160.52	90.01
comp26866_c0		blast	14.93	5.63
comp26879_c0	fabp10a	blast	0.53	378.78
comp26881_c0		blast	30.4	33.75
comp26897_c0	rap1a	blast	1346.04	931.94
comp26904_c0		blast	111.46	195.01
comp26905_c0	dnajc28	blast	28.26	69.38
comp26906_c0		blast	348.24	720.05
comp26907_c0	emc8	blast	416.5	493.16
comp26909_c1	C7H16orf87	blast	25.6	28.13
comp26913_c0	tomm34	blast	466.1	418.15
comp26914_c0		blast	13.87	1.88
comp26917_c0		blast	19.73	20.63
comp26930_c0		blast	7.47	24.38
comp26936_c0	tapbp	blast	247.45	461.28
comp26937_c0	gnl3l	blast	624.49	774.43
comp26946_c0		blast	42.13	76.88
comp26946_c1		blast	23.46	16.88
comp26948_c0	tm2d3	blast	172.79	108.76
comp26954_c0		blast	1037.79	1048.2
comp26959_c0		blast	11.73	11.25
comp26965_c0		blast	71.46	176.26
comp26978_c0		blast	11.2	3.75
comp26979_c0		blast	19.2	13.13
comp26989_c0	rrs1	blast	712.48	538.16
comp26991_c0	si:ch211-241o7.5	blast	251.72	313.15
comp26992_c1	rltpr	blast	94.93	174.39
comp26998_c0		blast	34.13	65.63
comp27003_c0	APOOL	blast	216.52	444.41
comp27004_c0	peli1b	blast	11.73	43.13
comp27007_c0		blast	15.47	43.13
comp27008_c0		blast	33.6	26.25
comp27012_c0		blast	16.0	3.75
comp27016_c0		blast	18.67	18.75
comp27020_c0	ctsh	blast	357.84	303.77
comp27021_c0	spag1	blast	227.18	345.02
comp27024_c0	rab20	blast	116.26	60.0
comp27028_c0		blast	23.46	15.0
comp27037_c0	anapc16	blast	170.12	178.14
comp27045_c0		blast	16.0	0.0
comp27048_c0		blast	37.86	31.88
comp27050_c1		blast	26.13	1.88
comp27057_c0		blast	41.6	58.13
comp270580_c0		blast	16.53	0.0
comp27063_c0		blast	292.25	1993.27
comp270844_c0		blast	10.13	45.0
comp27090_c0		blast	14.93	16.88
comp270906_c0		blast	8.0	20.63
comp27092_c0		blast	14.93	15.0
comp27095_c0		blast	15.47	13.13
comp27108_c0		blast	77.86	63.75
comp27113_c0	zgc:162944	blast	26.66	3.75
comp27117_c0		blast	5.33	30.0
comp27122_c0	FP312971.1	blast	22.93	15.0
comp27130_c0		blast	27.2	30.0
comp27134_c0		blast	21.87	7.5
comp27141_c0	foxq1b	blast	130.12	0.0
comp27144_c0		blast	17.07	13.13
comp27151_c0		blast	33.6	28.13
comp27157_c0		blast	9.6	20.63
comp27167_c0		blast	74.13	1.88
comp27175_c0	gpx1b	blast	427.7	980.7
comp27183_c0		blast	6.4	22.5
comp27184_c0		blast	74.66	31.88
comp27188_c0	si:ch211-214j24.10	blast	262.38	487.53
comp27189_c0		blast	10.13	5.63
comp27191_c0	nutf2l	blast	1227.65	2325.17
comp27200_c0	ppapdc3	blast	581.82	2934.59
comp27223_c0		blast	15.47	13.13
comp27235_c0	mrpl40	blast	698.62	301.9
comp27236_c0		blast	13.33	13.13
comp27247_c0	ube2d1	blast	17.6	9.38
comp27260_c0		blast	18.67	18.75
comp27262_c0		blast	11.2	7.5
comp27266_c0		blast	169.05	28.13
comp27267_c0		blast	1.07	80.63
comp27280_c0	zgc:153662	blast	3.2	296.27
comp27281_c0		blast	13.87	7.5
comp27283_c0	zgc:85843	blast	11.2	110.63
comp27291_c0		blast	0.53	568.17
comp27297_c0		blast	8.53	18.75
comp27317_c0		blast	20.8	7.5
comp273182_c0	mll4b	blast	25.06	9.38
comp27322_c0	ndufs2	blast	1426.03	2278.29
comp27323_c0	MRPL4	blast	157.86	403.15
comp27325_c0	gars	blast	424.5	1306.97
comp27327_c0	bdh1	blast	222.92	61.88
comp27334_c0	snrnp40	blast	110.39	131.26
comp27337_c0	STBD1	blast	422.9	793.18
comp27344_c1		blast	30.93	7.5
comp27347_c0		blast	23.46	20.63
comp27347_c1		blast	13.87	9.38
comp27353_c0		blast	68.8	31.88
comp27357_c0	mrpl17	blast	236.25	386.28
comp27361_c0	pfdn1	blast	630.89	1110.08
comp27362_c0		blast	37.33	9.38
comp27378_c0		blast	44.26	18.75
comp27383_c0		blast	17.6	45.0
comp27392_c0		blast	30.93	0.0
comp27397_c0		blast	26.66	16.88
comp27402_c0		blast	18.13	33.75
comp27406_c0	KLHL34	blast	938.07	673.17
comp27409_c0		blast	33.06	3.75
comp27446_c0		blast	11.2	5.63
comp27460_c0	PGBD4 (1 of 7)	blast	8.53	11.25
comp27501_c0		blast	28.26	3.75
comp27504_c0		blast	11.73	1.88
comp27533_c0	C20H1orf95	blast	24.0	15.0
comp27536_c1	ubr7	blast	13.33	11.25
comp27548_c0	olfm1a	blast	33.6	37.5
comp27568_c0	adra2db	blast	10.67	11.25
comp27615_c0	fance	blast	9.07	15.0
comp27628_c0		blast	9.6	16.88
comp276393_c0		blast	12.27	22.5
comp27644_c0	RPS19BP1	blast	212.78	240.02
comp27664_c0	amotl2a	blast	274.65	579.42
comp27664_c1		blast	5.87	18.75
comp276642_c0	hck	blast	29.33	39.38
comp276693_c0		blast	11.2	9.38
comp276697_c0		blast	12.8	11.25
comp27685_c0		blast	17.07	7.5
comp276979_c0		blast	19.73	5.63
comp27708_c0	ace	blast	14.93	31.88
comp277106_c0		blast	13.87	13.13
comp27737_c0	si:busm1-57f23.1	blast	31.46	487.53
comp27822_c0	C25H12orf29	blast	203.19	176.26
comp27828_c0	uo:ion006	blast	15.47	54.38
comp27829_c0		blast	14.93	33.75
comp27841_c0		blast	25.6	60.0
comp27848_c0		blast	9.6	5.63
comp27868_c0		blast	7.47	24.38
comp27873_c0	NCBP1 (1 of 2)	blast	398.37	429.41
comp27919_c0		blast	11.2	9.38
comp27950_c0	tbl2	blast	113.59	105.01
comp27960_c0		blast	16.0	20.63
comp28018_c0		blast	8.53	76.88
comp28033_c0		blast	13.87	0.0
comp28052_c0		blast	12.27	11.25
comp28072_c0	setd8a	blast	229.32	328.15
comp28089_c0	AHSG	blast	1.07	75.01
comp28104_c0		blast	13.87	0.0
comp28140_c0	pcdh18b	blast	5.33	26.25
comp282352_c0		blast	19.2	18.75
comp28256_c0		blast	38.4	108.76
comp28259_c0		blast	14.93	1.88
comp28299_c0	mphosph10	blast	445.83	534.41
comp28317_c0		blast	10.13	3.75
comp28345_c0	crsp7	blast	13.33	16.88
comp28360_c0	slc13a2	blast	11.2	1.88
comp28364_c0	HYAL1 (1 of 2)	blast	101.33	198.76
comp28366_c0	zgc:154093	blast	125.86	86.26
comp28375_c1		blast	11.2	22.5
comp28386_c0		blast	76.79	150.01
comp28419_c0		blast	37.86	22.5
comp28436_c1	ccr12.3	blast	17.6	15.0
comp28456_c0		blast	10.13	9.38
