group_ID	annotation	annotation_type	EO	SM
comp57165_c0	CU424462.2	blast	30.93	16.88
comp57166_c2		blast	4.27	52.5
comp57166_c3	RAP1GAP2 (2 of 2)	blast	22.4	135.01
comp57166_c4		blast	283.71	485.66
comp57166_c5		blast	28.8	11.25
comp57166_c7		blast	222.92	240.02
comp57166_c9		blast	43.2	108.76
comp57167_c0	fndc3bb	blast	94.93	118.13
comp57167_c1	cpt1b	blast	222.38	221.27
comp57167_c3		blast	124.79	150.01
comp57168_c1		blast	26.66	35.63
comp57169_c0		blast	30.4	26.25
comp57170_c0		blast	33.6	37.5
comp57171_c2	dph5	blast	216.52	294.4
comp57172_c0	rgl3a	blast	403.17	258.77
comp57173_c0		blast	45.86	0.0
comp57174_c1	casp8	blast	757.81	624.42
comp57174_c2	optn	blast	1246.84	1320.09
comp57175_c0		blast	71.46	86.26
comp57176_c0	parn	blast	89.59	127.51
comp57177_c0		blast	22.93	11.25
comp57178_c0	faah2a	blast	385.57	191.26
comp57179_c0	OMA1	blast	46.93	41.25
comp57180_c0		blast	22.93	24.38
comp57180_c1		blast	46.4	45.0
comp57180_c2	mboat2a	blast	86.39	54.38
comp57181_c0	CC2D1A	blast	101.86	118.13
comp57182_c0	SNX2	blast	618.09	307.52
comp57182_c1	MDFI	blast	79.46	133.13
comp57182_c10		blast	10.67	5.63
comp57182_c12		blast	78.93	78.76
comp57182_c13		blast	241.58	1031.32
comp57182_c14	THBD	blast	89.59	341.27
comp57182_c16		blast	68.8	48.75
comp57182_c17	NOD1	blast	145.06	830.68
comp57182_c18		blast	40.53	78.76
comp57182_c2		blast	114.66	78.76
comp57182_c20		blast	222.92	292.52
comp57182_c21	SLC22A14	blast	24.53	581.29
comp57182_c4		blast	50.66	60.0
comp57182_c7		blast	13.33	789.43
comp57182_c9		blast	61.86	300.02
comp57183_c0	zfyve28	blast	50.66	45.0
comp57184_c0	zgc:85777	blast	1357.24	1372.6
comp57185_c0		blast	0.0	41.25
comp57185_c1	SLC35A1	blast	194.65	427.53
comp57185_c2		blast	0.0	804.43
comp57186_c0	THEM4	blast	22.93	95.63
comp57189_c1	tmem48	blast	85.86	90.01
comp57190_c1	PFKL (1 of 2)	blast	44.26	103.13
comp57191_c0	spon1a	blast	51.73	65.63
comp57191_c1		blast	44.8	112.51
comp57192_c1	KDM4C	blast	694.88	412.53
comp57193_c1	dhx34	blast	98.13	176.26
comp57195_c1	SLC24A6	blast	32.53	249.39
comp57196_c0	strbp	blast	22.4	3.75
comp57197_c0	tfap2a	blast	237.85	5.63
comp57198_c2		blast	22.93	43.13
comp57199_c2		blast	190.39	103.13
comp57199_c3	jhdm1da	blast	105.59	106.88
comp57200_c0	snrk	blast	27.73	22.5
comp57200_c1		blast	139.19	95.63
comp57201_c0		blast	302.38	313.15
comp57201_c1	cul5a	blast	180.25	249.39
comp57202_c0	C20H6orf211	blast	299.18	264.39
comp572027_c0	uncx4.1	blast	0.0	71.26
comp57203_c0	osbpl5	blast	113.06	84.38
comp57204_c1	ASB15 (2 of 2)	blast	71.46	710.68
comp57205_c1	rgs9b	blast	49.6	45.0
comp57206_c0	si:dkey-12j5.1	blast	346.64	376.9
comp57207_c0	il1b	blast	30.93	76.88
comp57208_c1		blast	56.53	13.13
comp57208_c2		blast	17.07	0.0
comp57208_c3	slc1a1	blast	121.59	3.75
comp57209_c0	ap4e1	blast	78.39	279.4
comp57210_c3	atp6v0a1a	blast	53.86	129.38
comp57211_c0		blast	28.26	24.38
comp57212_c1		blast	318.91	15.0
comp57212_c4		blast	18.67	1.88
comp57212_c5	pdgfra	blast	2790.73	633.8
comp57212_c6		blast	143.99	65.63
comp57212_c7	agpat9	blast	7147.75	1404.48
comp57212_c8	fmnl3	blast	44.26	37.5
comp57213_c0	adcy3b	blast	14.4	11.25
comp57213_c1	adcy6a	blast	21.33	7.5
comp57213_c5		blast	49.06	22.5
comp57213_c7		blast	55.46	33.75
comp57214_c1	CR293534.1	blast	64.53	43.13
comp57214_c2		blast	16.0	1.88
comp57215_c1		blast	45.86	13.13
comp57215_c3	nsfb	blast	88.53	69.38
comp57215_c4		blast	187.72	148.14
comp57215_c5		blast	64.53	43.13
comp57215_c7		blast	37.33	33.75
comp57216_c2	BX927351.1	blast	99.73	1.88
comp57217_c0		blast	14.4	9.38
comp57217_c2		blast	36.26	26.25
comp57217_c3	cep63	blast	98.13	208.14
comp57218_c0	ung	blast	39.46	48.75
comp57219_c0		blast	42.66	0.0
comp57220_c0		blast	166.39	135.01
comp57220_c3	tbc1d1	blast	151.46	202.51
comp57221_c1	plekha5	blast	155.72	277.52
comp57222_c0		blast	197.85	174.39
comp57222_c1	st8sia5	blast	3269.1	592.54
comp57222_c2		blast	16.0	13.13
comp57222_c3	selt1b	blast	291.71	318.77
comp57222_c4		blast	17.07	1.88
comp57222_c5		blast	1431.9	161.26
comp57223_c0	atxn2l	blast	71.99	97.51
comp57224_c1	tubd1	blast	102.39	150.01
comp57224_c2		blast	8.0	18.75
comp57226_c0	tacr1a	blast	79.99	1066.95
comp57227_c2		blast	10.67	73.13
comp57227_c3	RPS6KC1 (1 of 2)	blast	33.06	281.27
comp57228_c0	hspg2	blast	253.32	538.16
comp57229_c0		blast	10.67	7.5
comp57230_c0	PARD3B (1 of 2)	blast	186.12	114.38
comp57231_c0		blast	191.45	5.63
comp57231_c1	ampd1	blast	19889.24	30902.21
comp57232_c0	homer3	blast	23.46	61.88
comp57232_c1		blast	30.93	58.13
comp57233_c1		blast	11.73	11.25
comp57233_c2	MBTD1	blast	25.06	26.25
comp57233_c4	STARD4	blast	48.53	78.76
comp57234_c0	chd4b	blast	331.71	181.89
comp57234_c1		blast	220.78	110.63
comp57235_c2		blast	77.86	22.5
comp57235_c3	jarid2a	blast	85.33	43.13
comp57236_c0	nono	blast	253.32	151.89
comp57236_c1	tnfsf10l4	blast	161.59	189.39
comp57237_c2	tdrd9	blast	31.46	1.88
comp57237_c3		blast	58.66	45.0
comp57237_c4	rtn1b	blast	112.53	138.76
comp57237_c5	nek1	blast	81.59	88.13
comp57238_c0	ppm1g	blast	246.92	320.65
comp57239_c0	ddx41	blast	285.85	256.89
comp57240_c1	CEP192	blast	113.59	210.02
comp57241_c0		blast	244.78	12861.55
comp57242_c1	chrdl2	blast	53.33	262.52
comp57243_c1		blast	2136.91	630.05
comp57243_c3	zgc:77391	blast	437.3	165.01
comp57244_c0	gpr1	blast	199.99	170.64
comp57246_c1		blast	67.2	11.25
comp57246_c2	ttll11	blast	354.64	3.75
comp57247_c0		blast	435.17	369.4
comp57248_c1	RBM10	blast	1699.08	1537.61
comp57249_c0		blast	2691.01	3206.48
comp57249_c1	chp2	blast	9832.9	781.93
comp57250_c0		blast	40.0	26.25
comp57251_c0	lig4	blast	224.52	258.77
comp57252_c0	CCDC30	blast	130.66	125.63
comp57253_c0		blast	197.85	193.14
comp57254_c1	pdia5	blast	347.18	489.41
comp57255_c0		blast	31.46	7.5
comp57256_c0		blast	30.93	16.88
comp57257_c0	tet2	blast	195.72	303.77
comp57257_c1	ppa2	blast	179.72	155.64
comp57258_c10		blast	63.46	105.01
comp57258_c3		blast	93.86	191.26
comp57258_c4		blast	46.4	39.38
comp57258_c5		blast	13.87	35.63
comp57258_c7		blast	8.53	16.88
comp57258_c8		blast	9.07	11.25
comp57258_c9	RPTOR	blast	138.12	228.77
comp57259_c0	dcaf11	blast	324.24	163.14
comp57259_c1		blast	81.59	37.5
comp57259_c10		blast	9.6	11.25
comp57259_c15		blast	57.6	11.25
comp57259_c16	szrd1	blast	1176.45	1196.34
comp57259_c17	wu:fi13g07	blast	789.81	155.64
comp57259_c18		blast	37.86	20.63
comp57259_c19	rnf2	blast	543.96	523.16
comp57259_c2		blast	635.15	3105.22
comp57259_c21		blast	16.0	5.63
comp57259_c22	elp4	blast	286.38	238.14
comp57259_c4		blast	89.06	35.63
comp57259_c8	kpna4	blast	818.07	1091.33
comp57260_c3	wdr38	blast	66.66	91.88
comp57260_c4		blast	25.6	9.38
comp57260_c5		blast	121.06	20.63
comp57261_c1		blast	123.72	165.01
comp57262_c0	naa25	blast	326.91	283.15
comp57263_c0	C9H2orf40 (1 of 2)	blast	939.67	288.77
comp57263_c1		blast	30.93	15.0
comp57263_c10		blast	597.29	258.77
comp57263_c11		blast	45265.56	32263.56
comp57263_c12		blast	48.0	60.0
comp57263_c13		blast	272.51	526.91
comp57263_c14		blast	188.25	93.76
comp57263_c15	FOXK2 (1 of 2)	blast	473.03	410.65
comp57263_c16		blast	181.32	43.13
comp57263_c17		blast	30.4	16.88
comp57263_c18	pptc7b	blast	741.81	382.53
comp57263_c19		blast	405.84	110.63
comp57263_c2	sept9b	blast	1828.14	326.27
comp57263_c20		blast	40.0	11.25
comp57263_c21		blast	810.08	123.76
comp57263_c22		blast	5408.15	5623.53
comp57263_c23	pmp22a	blast	3551.75	5625.4
comp57263_c24		blast	117.86	45.0
comp57263_c25		blast	63.46	43.13
comp57263_c26		blast	504.5	1616.37
comp57263_c27	eepd1	blast	1983.86	502.54
comp57263_c28	scn4ba	blast	27457.77	3523.38
comp57263_c5		blast	80.53	39.38
comp57263_c6		blast	13.33	28.13
comp57263_c7	actn3a	blast	1478.83	63315.79
comp57263_c8		blast	1440.96	450.03
comp57264_c3	mrps23	blast	389.31	301.9
comp57264_c4	EHD4	blast	475.17	575.67
comp57265_c11	sltm	blast	557.83	536.29
comp57265_c5		blast	16.53	22.5
comp57265_c8		blast	13.87	5.63
comp57265_c9		blast	9.6	11.25
comp57266_c0	ankzf1	blast	91.19	153.76
comp57267_c0		blast	41.6	35.63
comp57268_c0		blast	10.67	7.5
comp57269_c0		blast	13.33	3.75
comp57269_c1	ly75	blast	377.57	346.9
comp57270_c1	fam198b	blast	38.93	37.5
comp57271_c0	stag1a	blast	566.89	425.66
comp57271_c1		blast	388.24	255.02
comp57273_c0	sdc3	blast	41.6	641.3
comp57273_c1	slc39a6	blast	450.63	146.26
comp57273_c2		blast	65.6	37.5
comp57273_c3		blast	77.86	35.63
comp57273_c4	arhgap10	blast	642.62	738.8
comp57274_c0		blast	48.53	50.63
comp57275_c0	gata1a	blast	185.05	112.51
comp57276_c0		blast	97.59	178.14
comp57277_c2	CAMTA1 (1 of 2)	blast	24.0	11.25
comp57277_c3	CAMTA1 (1 of 2)	blast	27.73	129.38
comp57279_c0	znf330	blast	469.83	879.44
comp57279_c1	tmtc4	blast	434.64	586.92
comp57280_c0	ahsa1	blast	109.86	356.28
comp57281_c0		blast	10.13	7.5
comp57281_c2		blast	29.33	11.25
comp57281_c3	chrm4a	blast	138.12	191.26
comp57282_c0	aldh9a1b	blast	66.66	52.5
comp57283_c1	BX537336.1	blast	295.45	335.65
comp57283_c2		blast	18.67	20.63
comp57283_c3	zgc:194839	blast	220.78	138.76
comp57283_c4		blast	11.73	24.38
comp57284_c1	pds5b	blast	146.12	99.38
comp57285_c3		blast	48.0	91.88
comp57285_c6		blast	19.73	30.0
comp57285_c7	PGS1 (1 of 2)	blast	325.31	1486.98
comp57286_c0		blast	60.26	95.63
comp57286_c1		blast	20.27	13.13
comp57286_c4	sfpq	blast	1669.21	1359.47
comp57287_c0		blast	74.13	41.25
comp57287_c1	chmp2bb	blast	752.48	388.15
comp57287_c2	stk38l	blast	181.32	112.51
comp57287_c4	homer1b	blast	596.76	433.16
comp57288_c0	CPXM1 (2 of 2)	blast	71.46	15.0
comp57288_c4		blast	19.2	15.0
comp57288_c5	MAPKBP1	blast	1450.56	1016.32
comp57288_c6		blast	53.86	11.25
comp57288_c7	zzef1	blast	116.26	69.38
comp57288_c8		blast	22.4	7.5
comp57289_c2		blast	139.72	260.64
comp57290_c0	nbr1	blast	361.04	303.77
comp57291_c0	CR381684.2	blast	0.53	213.77
comp57292_c0	nupl1	blast	49.06	56.25
comp57292_c1		blast	19.73	13.13
comp57292_c2	ZNF423	blast	329.58	232.52
comp57293_c4	dnajc5gb	blast	94.93	135.01
comp57294_c0	ATG2A	blast	463.43	605.67
comp57296_c0	ppp1r14ab	blast	88.53	33.75
comp57297_c0		blast	313.58	189.39
comp57297_c1		blast	21.87	52.5
comp57297_c2	hmbox1a	blast	38.4	86.26
comp57297_c3	TPPP2	blast	27.73	118.13
comp57297_c4		blast	8.0	20.63
comp57297_c5		blast	278.91	356.28
comp57298_c0	FAM35A	blast	38.93	63.75
comp57298_c1	C5H9orf172 (1 of 2)	blast	125.32	798.81
comp57298_c3		blast	57.6	78.76
comp57298_c4	glud1b	blast	473.03	645.05
comp57298_c5		blast	79.99	316.9
comp57299_c1		blast	43.73	39.38
comp57299_c2		blast	21.87	11.25
comp57300_c0	acsm3	blast	73.06	26.25
comp57301_c0		blast	16.53	3.75
comp57302_c0		blast	40.0	3.75
comp57302_c1		blast	11.73	1.88
comp57303_c0	sgk3	blast	119.46	163.14
comp57304_c0	C18H15orf61	blast	81.59	125.63
comp57306_c0	ewsr1a	blast	781.81	783.81
comp57307_c1	CR456632.2	blast	24.0	37.5
comp57307_c2		blast	24.53	18.75
comp57308_c0	FHL3 (2 of 2)	blast	19.73	33.75
comp57308_c1		blast	47.46	65.63
comp57308_c2		blast	24.0	26.25
comp57309_c0	FP016230.1	blast	64.0	45.0
comp57310_c2	tapt1b	blast	103.46	121.88
comp57310_c3		blast	251.72	183.76
comp57311_c0	xpo4	blast	96.53	442.53
comp57312_c2	SPEN (2 of 2)	blast	210.65	187.51
comp57313_c0		blast	484.23	50.63
comp57313_c1	pank1b	blast	390.37	39.38
comp57313_c2		blast	58.66	9.38
comp57314_c3	kdm1a	blast	64.53	48.75
comp57315_c1	ero1l	blast	105.06	90.01
comp57316_c5		blast	12.8	15.0
comp57317_c0	lzts2b	blast	56.53	54.38
comp57318_c0	SYTL2 (1 of 2)	blast	107.19	185.64
comp57319_c0	C13H6orf108	blast	46.4	95.63
comp57320_c0	kansl3	blast	157.32	189.39
comp57321_c2	thumpd2	blast	203.19	161.26
comp57322_c0	zgc:92326	blast	118.39	144.39
comp57324_c1		blast	265.05	165.01
comp57324_c2		blast	16.0	33.75
comp57324_c3		blast	41.6	33.75
comp57324_c4	SVEP1	blast	691.68	684.42
comp57324_c5		blast	33.06	84.38
comp57324_c6		blast	32.0	7.5
comp57325_c1	kat7	blast	274.65	234.39
comp57326_c3	heatr7a	blast	153.06	80.63
comp57327_c0	C6H3orf18	blast	140.79	37.5
comp57327_c1		blast	85.86	18.75
comp57327_c3	rbbp6	blast	723.15	691.92
comp57328_c1	elp2	blast	99.73	106.88
comp57329_c0	CR749182.1	blast	63.46	56.25
comp57330_c2	cenpi	blast	20.8	22.5
comp57330_c4		blast	45.86	30.0
comp57331_c1	golga5	blast	194.65	204.39
comp57333_c0		blast	0.53	375.03
comp57333_c1	CR392006.1	blast	20.27	3969.66
comp57334_c0	mfsd5	blast	65.06	52.5
comp57334_c1		blast	54.93	18.75
comp57335_c0	aip	blast	562.09	427.53
comp57336_c0	MTMR8	blast	71.46	61.88
comp57337_c1	SEC24B	blast	80.53	58.13
comp57337_c2		blast	21.33	16.88
comp57337_c3		blast	14.4	20.63
comp57339_c0	mfn2	blast	217.58	300.02
comp57339_c1		blast	72.53	50.63
comp57340_c1		blast	262.38	91.88
comp57340_c2	psap	blast	2695.81	1772.0
comp57341_c0	tbc1d9	blast	195.19	268.14
comp57342_c0		blast	12.27	1.88
comp57343_c4	RBM10	blast	74.13	91.88
comp57344_c0	TRAPPC9 (2 of 2)	blast	100.26	105.01
comp57345_c0	nup93	blast	122.12	189.39
comp57346_c0	si:ch211-250g4.3	blast	64.53	28.13
comp57347_c0	DHRS7C (2 of 2)	blast	152.52	1380.1
comp57348_c1	mbtps2	blast	41.6	58.13
comp57348_c10		blast	41.06	24.38
comp57348_c11		blast	34.66	76.88
comp57348_c12		blast	353.57	183.76
comp57348_c14		blast	15.47	0.0
comp57348_c16	DSN1	blast	19.2	22.5
comp57348_c17		blast	31.46	9.38
comp57348_c18	PDE3B	blast	51.73	135.01
comp57348_c7		blast	6.93	41.25
comp57349_c0	erbb4a	blast	596.76	129.38
comp57350_c0		blast	142.39	86.26
comp57350_c1	MEGF9 (2 of 2)	blast	33.06	35.63
comp57351_c2	CBFA2T2	blast	93.33	99.38
comp57352_c1		blast	780.74	54.38
comp57352_c11		blast	858.07	73.13
comp57352_c13		blast	124.26	13.13
comp57352_c14	atp2b3b	blast	2356.1	496.91
comp57352_c15		blast	73.59	43.13
comp57352_c16	FBXO2	blast	14450.16	3369.62
comp57352_c17	dnase1l3	blast	9304.93	13795.36
comp57352_c5	psmd10	blast	261.85	521.29
comp57352_c6	vps26a	blast	1285.77	1185.08
comp57352_c7		blast	173.32	103.13
comp57352_c8		blast	147.72	9.38
comp57352_c9	mid1ip1l	blast	1768.41	2351.42
comp57353_c0	efnb1	blast	30.4	54.38
comp57353_c1		blast	22.4	33.75
comp57353_c4		blast	463.43	264.39
comp57354_c1	SNX24	blast	119.99	172.51
comp57356_c0	znhit2	blast	61.33	148.14
comp57356_c1	tm7sf2	blast	13.87	20.63
comp57357_c0	icmt	blast	94.93	189.39
comp57357_c10		blast	85.33	103.13
comp57357_c12		blast	34.13	11.25
comp57357_c14		blast	24.53	58.13
comp57357_c16		blast	24.53	7.5
comp57357_c19	st8sia3	blast	31.46	3.75
comp57357_c20	NFE2L1	blast	138.66	183.76
comp57357_c23	eif4ebp3l	blast	578.63	378.78
comp57357_c24		blast	24.0	3.75
comp57357_c25		blast	7.47	16.88
comp57357_c26	nlk2	blast	38.93	18.75
comp57357_c4	rnf207b	blast	99.73	980.7
comp57357_c5	plrg1	blast	270.38	324.4
comp57357_c6		blast	109.33	691.92
comp57357_c8		blast	18.67	11.25
comp57358_c0		blast	126.92	48.75
comp57358_c1	dcp1a	blast	160.52	108.76
comp57358_c2		blast	59.2	20.63
comp57358_c3		blast	41.6	3.75
comp57359_c0		blast	13.87	7.5
comp57359_c1	NFKBID	blast	17.6	50.63
comp57360_c0	endog	blast	99.19	187.51
comp57361_c1	TENC1 (2 of 2)	blast	2107.58	1852.63
comp57362_c0	CU633910.1	blast	37.86	61.88
comp57363_c0		blast	28.26	7.5
comp57364_c0	slc25a44b	blast	99.19	118.13
comp57365_c1	si:dkey-9i23.15	blast	54.4	176.26
comp57365_c2	SLC25A19	blast	35.2	63.75
comp57366_c0	anapc10	blast	57.6	80.63
comp57367_c0	jmjd7	blast	156.26	253.14
comp57367_c1		blast	12.27	20.63
comp57367_c2	CABZ01005649.2	blast	26.66	9.38
comp57368_c0	PLEKHS1 (2 of 3)	blast	10.13	3.75
comp57369_c0	tgds	blast	150.92	153.76
comp57370_c0	HIP1R (1 of 2)	blast	123.19	131.26
comp57371_c0		blast	25.06	20.63
comp57372_c0	RSF1 (1 of 3)	blast	147.19	138.76
comp57373_c1	rasd1	blast	97.59	106.88
comp57373_c3		blast	27.73	11.25
comp57374_c0		blast	13.33	11.25
comp57374_c10		blast	36.8	46.88
comp57374_c14	hvcn1	blast	41.6	33.75
comp57374_c15	METTL18	blast	130.12	273.77
comp57374_c16	stxbp1b	blast	0.0	140.64
comp57374_c2	ppp1r10	blast	83.73	76.88
comp57374_c3		blast	0.0	73.13
comp57374_c4	lepre1	blast	95.46	58.13
comp57374_c5		blast	29.86	24.38
comp57374_c6	snx30	blast	14.93	16.88
comp57375_c0		blast	20.27	15.0
comp57375_c1	lonp2	blast	44.8	78.76
comp57376_c0	MTR	blast	955.13	1586.36
comp57377_c0	RAB3IL1	blast	47.46	67.5
comp57377_c1		blast	12.8	24.38
comp57378_c0	fam175a	blast	198.92	93.76
comp57379_c0		blast	30.93	50.63
comp57379_c1	si:dkeyp-94b4.1	blast	86.39	84.38
comp57380_c0	tsta3	blast	591.96	228.77
comp57381_c0	xpnpep3	blast	27.73	56.25
comp57382_c0	si:dkey-17e16.8	blast	148.26	144.39
comp57383_c2	cx36.7	blast	70.39	48.75
comp57384_c0		blast	64.0	30.0
comp57384_c4	CABZ01069216.1	blast	49.6	63.75
comp57385_c1	glt25d2	blast	275.71	191.26
comp57386_c0		blast	21.87	39.38
comp57386_c1	tyro3	blast	9.6	28.13
comp57387_c0		blast	61.86	67.5
comp57387_c1	crtc1	blast	18.13	52.5
comp57388_c0	rdh12l	blast	123.72	95.63
comp57388_c1		blast	14.93	15.0
comp57389_c0	lrrn1	blast	99.73	39.38
comp57390_c0	ZFYVE20	blast	421.84	926.32
comp57390_c1	mrps25	blast	479.97	435.03
comp57391_c0	ppp1r13bb	blast	76.26	90.01
comp57391_c1		blast	90.66	58.13
comp57392_c1	DDHD1 (1 of 2)	blast	157.86	84.38
comp57392_c4		blast	29.33	16.88
comp57393_c0	sepw2a	blast	3049.38	3123.97
comp57394_c1		blast	69.33	75.01
comp57394_c2	fam57ba	blast	244.78	133.13
comp57394_c3		blast	36.26	20.63
comp57394_c4		blast	36.8	48.75
comp57394_c5		blast	21.33	24.38
comp57396_c0	si:ch211-210c8.7	blast	144.52	290.65
comp57397_c0	fam82a2	blast	86.93	120.01
comp57397_c1	rad51	blast	10.13	33.75
comp57398_c0	KRT222	blast	26.66	3.75
comp57398_c1		blast	19.2	3.75
comp57399_c0	MAP3K2	blast	31.46	35.63
comp57399_c2		blast	36.8	35.63
comp57399_c3	rfng	blast	234.12	301.9
comp57400_c0		blast	13.33	16.88
comp57400_c3	TMCO6	blast	53.33	91.88
comp57401_c0		blast	11.73	18.75
comp57401_c1	usp25	blast	1516.69	1301.34
comp57402_c0		blast	86.93	93.76
comp57403_c0	shroom4	blast	14.93	26.25
comp57403_c1		blast	12.27	3.75
comp57403_c13	sema7a	blast	836.21	864.44
comp57403_c4		blast	16.0	5.63
comp57403_c5		blast	30.93	71.26
comp57403_c6		blast	66.13	58.13
comp57403_c9		blast	53.33	75.01
comp57404_c2		blast	41.6	56.25
comp57404_c5	EML4 (1 of 2)	blast	33.6	52.5
comp57404_c6		blast	31.46	45.0
comp57405_c0	rbpms2	blast	32.53	37.5
comp57406_c0		blast	32.0	296.27
comp57407_c0	cog7	blast	147.19	157.51
comp57408_c0	adss	blast	166.39	266.27
comp57408_c1		blast	103.99	148.14
comp57409_c0	thnsl2	blast	18.13	123.76
comp57410_c1		blast	13.87	9.38
comp57410_c2	dnm1l	blast	259.71	313.15
comp57410_c8	GREM2 (2 of 2)	blast	174.92	16.88
comp57410_c9		blast	134.92	5.63
comp57411_c1		blast	11.2	11.25
comp57411_c2		blast	6.93	20.63
comp57411_c3		blast	16.53	11.25
comp57412_c0	ALKBH1	blast	30.4	30.0
comp57413_c0	rap2ip	blast	39.46	18.75
comp57414_c1	pld1a	blast	409.04	256.89
comp57415_c1		blast	23.46	133.13
comp57415_c2		blast	66.13	296.27
comp57415_c3		blast	18.67	95.63
comp57415_c4		blast	4.8	22.5
comp57415_c5		blast	10.67	24.38
comp57416_c0		blast	55.46	120.01
comp57416_c1		blast	135.99	135.01
comp57416_c2	si:dkey-208k22.3	blast	389.84	438.78
comp57417_c0	qk	blast	41.6	45.0
comp57418_c0	mmadhc	blast	151.99	264.39
comp57419_c0		blast	82.13	30.0
comp57419_c1	entpd4	blast	252.78	232.52
comp57420_c2	si:ch211-285f17.1	blast	95.99	121.88
comp57421_c2		blast	73.06	0.0
comp57422_c0	SOGA1	blast	119.46	200.64
comp57423_c0	zgc:162183	blast	54.4	223.14
comp57424_c0		blast	149.32	69.38
comp57425_c1	hephl1	blast	791.41	1303.22
comp57426_c0	CR774179.2	blast	0.0	301.9
comp57427_c0	cdh1	blast	322.64	28.13
comp57428_c2	htatip	blast	335.98	791.31
comp57428_c4		blast	22.4	13.13
comp57429_c0	KLHL4	blast	85.33	206.26
comp57430_c0	PFKL (1 of 2)	blast	109.33	116.26
comp57431_c0	degs1	blast	747.15	521.29
comp57432_c0	wdr83	blast	149.32	166.89
comp57433_c0	rpz4	blast	263.98	380.65
comp57433_c1		blast	22.4	58.13
comp57433_c2		blast	51.2	69.38
comp57434_c0	TTC37	blast	209.58	146.26
comp57435_c0	nav3	blast	76.26	166.89
comp57436_c0	ash1l	blast	64.53	54.38
comp57436_c1		blast	52.26	39.38
comp57437_c0		blast	56.0	48.75
comp57437_c1		blast	26.66	22.5
comp57437_c2	st6galnac3	blast	69.86	93.76
comp57438_c1	zcchc14	blast	27.2	41.25
comp57438_c2	C19H6orf52	blast	58.13	56.25
comp57439_c1		blast	21.33	13.13
comp57439_c2	urb2	blast	66.66	176.26
comp57440_c5		blast	20.27	20.63
comp57440_c7		blast	64.0	15.0
comp57440_c9		blast	24.53	7.5
comp57442_c1		blast	32.0	61.88
comp57442_c2	CIDEC	blast	0.0	1198.21
comp57443_c0		blast	7.47	13.13
comp57443_c1	fam116b	blast	249.58	810.06
comp57443_c2	ppp6r2a	blast	358.91	598.17
comp57444_c1	crbn	blast	4268.49	8194.34
comp57444_c2		blast	116.79	116.26
comp57444_c3		blast	111.99	76.88
comp57444_c5	lrrc8c	blast	392.51	33.75
comp57444_c6	anxa11a	blast	10919.75	5685.41
comp57445_c0	arid1aa	blast	466.63	393.78
comp57445_c1		blast	179.72	121.88
comp57446_c0		blast	13.33	13.13
comp57446_c1		blast	394.64	669.42
comp57446_c4	ptges	blast	76.26	45.0
comp57446_c5		blast	280.51	150.01
comp57446_c6	trim25	blast	238.92	596.29
comp57447_c2	polk	blast	36.26	60.0
comp57448_c0		blast	10.13	24.38
comp57449_c1	baiap2a	blast	123.19	18.75
comp57450_c0	limk2	blast	269.85	20.63
comp57451_c0		blast	29.86	1.88
comp57452_c0		blast	567.43	142.51
comp57453_c1	arhgap31	blast	105.59	206.26
comp57453_c2		blast	46.93	95.63
comp57454_c1		blast	10.67	9.38
comp57454_c2		blast	137.59	71.26
comp57454_c3		blast	67.73	24.38
comp57455_c0	LTN1	blast	77.86	48.75
comp57456_c0		blast	78.93	108.76
comp57457_c0		blast	45.86	9.38
comp57458_c0		blast	30.4	7.5
comp57459_c1	lpgat1	blast	13.87	18.75
comp57459_c10		blast	9.07	15.0
comp57459_c3	nek2	blast	29.33	41.25
comp57459_c7	EPB41L1	blast	16.0	15.0
comp57460_c0		blast	81.59	39.38
comp57460_c1	igfbp3	blast	1410.03	1803.88
comp57460_c3		blast	391.44	1141.96
comp57460_c5	dag1	blast	2259.57	1965.14
comp57460_c6		blast	20.8	9.38
comp57460_c7	crabp1b	blast	1007.93	530.66
comp57460_c8		blast	12.8	24.38
comp57460_c9		blast	76.26	22.5
comp57461_c0	extl3	blast	118.39	290.65
comp57461_c2		blast	8.53	13.13
comp57462_c0	ubtfl	blast	1000.46	1301.34
comp57462_c1		blast	20.27	5.63
comp57463_c0		blast	16.0	7.5
comp57464_c0		blast	11.2	20.63
comp57464_c1		blast	35.2	11.25
comp57464_c2	FOLH1	blast	176.52	105.01
comp57464_c3		blast	27.73	15.0
comp57464_c4	CHORDC1 (1 of 2)	blast	59.2	37.5
comp57464_c5	MRC2	blast	24.53	3.75
comp57465_c0		blast	28.8	30.0
comp57465_c3	dstyk	blast	48.0	37.5
comp57466_c0		blast	18.67	1.88
comp57466_c1		blast	161.06	3.75
comp57467_c0	cdc42ep3	blast	59.73	1001.32
comp57468_c0	IGSF10	blast	509.83	110.63
comp57469_c0	nfatc2ip	blast	84.26	93.76
comp57471_c0	papss1	blast	411.17	176.26
comp57471_c2	nlrx1	blast	221.32	198.76
comp57471_c3	mmp14b	blast	1798.27	789.43
comp57471_c5		blast	232.52	93.76
comp57471_c6	ANKRD13B	blast	3197.64	7691.8
comp57472_c0	gnl1	blast	223.45	226.89
comp57473_c0		blast	35.73	28.13
comp57473_c1		blast	172.79	50.63
comp57473_c2	specc1lb	blast	339.18	262.52
comp57474_c0		blast	385.04	264.39
comp57475_c1		blast	21.87	39.38
comp57475_c4		blast	17.07	7.5
